cell,call
bc4_147,bc4
bc4_148,bc4
bc4_149,bc4
bc4_150,bc4
bc4_151,bc4
bc4_152,bc4
bc4_153,bc4
bc4_154,bc4
bc4_155,bc4
bc4_156,bc4
bc4_157,bc4
bc4_158,bc4
bc4_159,bc4
bc4_160,bc4
bc4_161,bc4
bc4_162,bc4
bc4_163,bc4
bc4_164,bc4
bc4_165,bc4
bc4_166,bc4
bc4_167,bc4
bc4_168,bc4
bc4_169,bc4
bc4_170,bc4
bc4_171,bc4
bc4_172,bc4
bc4_173,bc4
bc4_174,bc4
bc4_175,bc4
bc4_176,bc4
bc4_177,bc4
bc4_178,bc4
bc4_179,bc4
bc4_180,bc4
bc4_181,bc4
bc4_182,bc4
bc4_183,bc4
bc4_184,bc4
bc4_185,bc4
bc4_186,bc4
bc4_187,bc4
bc4_188,bc4
bc4_189,bc4
bc4_190,bc4
bc4_191,bc4
bc4_192,bc4
bc4_193,bc4
bc4_194,bc4
bc4_195,bc4
bc4_196,bc4
bc4_197,bc4
bc4_198,bc4
bc4_199,bc4
bc4_200,bc4
bc4_201,bc4
bc4_202,bc4
bc4_203,bc4
bc4_204,bc4
bc4_205,bc4
bc4_206,bc4
bc4_207,bc4
bc4_208,bc4
bc4_209,bc4
bc4_210,bc4
bc4_211,bc4
bc4_212,bc4
bc4_213,bc4
bc4_214,bc4
bc4_215,bc4
bc4_216,bc4
bc4_217,bc4
bc4_218,bc4
bc4_219,bc4
bc4_220,bc4
bc4_221,bc4
bc4_222,bc4
bc4_223,bc4
bc4_224,bc4
bc4_225,bc4
bc4_226,bc4
bc4_227,bc4
bc4_228,bc4
bc4_229,bc4
bc4_230,bc4
bc4_231,bc4
bc4_232,bc4
bc4_233,bc4
bc4_234,bc4
bc4_235,bc4
bc4_236,bc4
bc4_237,bc4
bc4_238,bc4
bc4_239,bc4
bc4_240,bc4
bc4_241,bc4
bc4_242,bc4
bc4_243,bc4
bc4_244,bc4
bc4_245,bc4
bc4_246,bc4
bc4_247,bc4
bc4_248,bc4
bc4_249,bc4
bc4_250,bc4
bc4_251,bc4
bc4_252,bc4
bc4_253,bc4
bc4_254,bc4
bc4_255,bc4
bc4_256,bc4
bc4_257,bc4
bc4_258,bc4
bc4_259,bc4
bc4_260,bc4
bc4_261,bc4
bc4_262,bc4
bc4_263,bc4
bc4_264,bc4
bc4_265,bc4
bc4_266,bc4
bc4_267,bc4
bc4_268,bc4
bc4_269,bc4
bc4_270,bc4
bc4_271,bc4
bc4_272,bc4
bc4_273,bc4
bc4_274,bc4
bc4_275,bc4
bc4_276,bc4
bc4_277,bc4
bc4_278,bc4
bc4_279,bc4
bc4_280,bc4
bc4_281,bc4
bc4_282,bc4
bc4_283,bc4
bc4_284,bc4
bc4_285,bc4
bc4_286,bc4
bc4_287,bc4
bc4_288,bc4
bc4_289,bc4
bc4_290,bc4
bc4_291,bc4
bc4_292,bc4
bc4_293,bc4
bc4_294,bc4
bc4_295,bc4
bc4_296,bc4
bc4_297,bc4
bc4_298,bc4
bc4_299,bc4
bc4_300,bc4
bc4_301,bc4
bc4_302,bc4
bc4_303,bc4
bc4_304,bc4
bc4_305,bc4
bc4_306,bc4
bc4_307,bc4
bc4_308,bc4
bc4_309,bc4
bc4_310,bc4
bc4_311,bc4
bc4_312,bc4
bc4_313,bc4
bc4_314,bc4
bc4_315,bc4
bc4_316,bc4
bc4_317,bc4
bc4_318,bc4
bc4_319,bc4
bc4_320,bc4
bc4_321,bc4
bc4_322,bc4
bc4_323,bc4
bc4_324,bc4
bc4_325,bc4
bc4_326,bc4
bc4_327,bc4
bc4_328,bc4
bc4_329,bc4
bc4_330,bc4
bc4_331,bc4
bc4_332,bc4
bc4_333,bc4
bc4_334,bc4
bc4_335,bc4
bc4_336,bc4
bc4_337,bc4
bc4_338,bc4
bc4_339,bc4
bc4_340,bc4
bc4_341,bc4
bc4_342,bc4
bc4_343,bc4
bc4_344,bc4
bc4_345,bc4
bc4_346,bc4
bc4_347,bc4
bc4_348,bc4
bc4_349,bc4
bc4_350,bc4
bc4_351,bc4
bc4_352,bc4
bc4_353,bc4
bc4_354,bc4
bc4_355,bc4
bc4_356,bc4
bc4_357,bc4
bc4_358,bc4
bc4_359,bc4
bc4_360,bc4
bc4_361,bc4
bc4_362,bc4
bc4_363,bc4
bc4_364,bc4
bc4_365,bc4
bc4_366,bc4
bc4_367,bc4
bc4_368,bc4
bc4_369,bc4
bc4_370,bc4
bc4_371,bc4
bc4_372,bc4
bc4_373,bc4
bc4_374,bc4
bc4_375,bc4
bc4_376,bc4
bc4_377,bc4
bc4_378,bc4
bc4_379,bc4
bc4_380,bc4
bc4_381,bc4
bc4_382,bc4
bc4_383,bc4
bc4_384,bc4
bc5_1,bc5
bc5_2,bc5
bc5_3,bc5
bc5_4,bc5
bc5_5,bc5
bc5_6,bc5
bc5_7,bc5
bc5_8,bc5
bc5_9,bc5
bc5_10,bc5
bc5_11,bc5
bc5_12,bc5
bc5_13,bc5
bc5_14,bc5
bc5_15,bc5
bc5_16,bc5
bc5_17,bc5
bc5_18,bc5
bc5_19,bc5
bc5_20,bc5
bc5_21,bc5
bc5_22,bc5
bc5_23,bc5
bc5_24,bc5
bc5_25,bc5
bc5_26,bc5
bc5_27,bc5
bc5_28,bc5
bc5_29,bc5
bc5_30,bc5
bc5_31,bc5
bc5_32,bc5
bc5_33,bc5
bc5_34,bc5
bc5_35,bc5
bc5_36,bc5
bc5_37,bc5
bc5_38,bc5
bc5_39,bc5
bc5_40,bc5
bc5_41,bc5
bc5_42,bc5
bc5_43,bc5
bc5_44,bc5
bc5_45,bc5
bc5_46,bc5
bc5_47,bc5
bc5_48,bc5
bc5_49,bc5
bc5_50,bc5
bc5_51,bc5
bc5_52,bc5
bc5_53,bc5
bc5_54,bc5
bc5_55,bc5
bc5_56,bc5
bc5_57,bc5
bc5_58,bc5
bc5_59,bc5
bc5_60,bc5
bc5_61,bc5
bc5_62,bc5
bc5_63,bc5
bc5_64,bc5
bc5_65,bc5
bc5_66,bc5
bc5_67,bc5
bc5_68,bc5
bc5_69,bc5
bc5_70,bc5
bc5_71,bc5
bc5_72,bc5
bc5_73,bc5
bc5_74,bc5
bc5_75,bc5
bc5_76,bc5
bc5_77,bc5
bc5_78,bc5
bc5_79,bc5
bc5_80,bc5
bc5_81,bc5
bc5_82,bc5
bc5_83,bc5
bc5_84,bc5
bc5_85,bc5
bc5_86,bc5
bc5_87,bc5
bc5_88,bc5
bc5_89,bc5
bc5_90,bc5
bc5_91,bc5
bc5_92,bc5
bc5_93,bc5
bc5_94,bc5
bc5_95,bc5
bc5_96,bc5
bc5_97,bc5
bc5_98,bc5
bc5_99,bc5
bc5_100,bc5
bc5_101,bc5
bc5_102,bc5
bc5_103,bc5
bc5_104,bc5
bc5_105,bc5
bc5_106,bc5
bc5_107,bc5
bc5_108,bc5
bc5_109,bc5
bc5_110,bc5
bc5_111,bc5
bc5_112,bc5
bc5_113,bc5
bc5_114,bc5
bc5_115,bc5
bc5_116,bc5
bc5_117,bc5
bc5_118,bc5
bc5_119,bc5
bc5_120,bc5
bc5_121,bc5
bc5_122,bc5
bc5_123,bc5
bc5_124,bc5
bc5_125,bc5
bc5_126,bc5
bc5_127,bc5
bc5_128,bc5
bc5_129,bc5
bc5_130,bc5
bc5_131,bc5
bc5_132,bc5
bc5_133,bc5
bc5_134,bc5
bc5_135,bc5
bc5_136,bc5
bc5_137,bc5
bc5_138,bc5
bc5_139,bc5
bc5_140,bc5
bc5_141,bc5
bc5_142,bc5
bc5_143,bc5
bc5_144,bc5
bc5_145,bc5
bc5_146,bc5
bc5_147,bc5
bc5_148,bc5
bc5_149,bc5
bc5_150,bc5
bc5_151,bc5
bc5_152,bc5
bc5_153,bc5
bc5_154,bc5
bc5_155,bc5
bc5_156,bc5
bc5_157,bc5
bc5_158,bc5
bc5_159,bc5
bc5_160,bc5
bc5_161,bc5
bc5_162,bc5
bc5_163,bc5
bc5_164,bc5
bc5_165,bc5
bc5_166,bc5
bc5_167,bc5
bc5_168,bc5
bc5_169,bc5
bc5_170,bc5
bc5_171,bc5
bc5_172,bc5
bc5_173,bc5
bc5_174,bc5
bc5_175,bc5
bc5_176,bc5
bc5_177,bc5
bc5_178,bc5
bc5_179,bc5
bc5_180,bc5
bc5_181,bc5
bc5_182,bc5
bc5_183,bc5
bc5_184,bc5
bc5_185,bc5
bc5_186,bc5
bc5_187,bc5
bc5_188,bc5
bc5_189,bc5
bc5_190,bc5
bc5_191,bc5
bc5_192,bc5
bc5_193,bc5
bc5_194,bc5
bc5_195,bc5
bc5_196,bc5
bc5_197,bc5
bc5_198,bc5
bc5_199,bc5
bc5_200,bc5
bc5_201,bc5
bc5_202,bc5
bc5_203,bc5
bc5_204,bc5
bc5_205,bc5
bc5_206,bc5
bc5_207,bc5
bc5_208,bc5
bc5_209,bc5
bc5_210,bc5
bc5_211,bc5
bc5_212,bc5
bc5_213,bc5
bc5_214,bc5
bc5_215,bc5
bc5_216,bc5
bc5_217,bc5
bc5_218,bc5
bc5_219,bc5
bc5_220,bc5
bc5_221,bc5
bc5_222,bc5
bc5_223,bc5
bc5_224,bc5
bc5_225,bc5
bc5_226,bc5
bc5_227,bc5
bc5_228,bc5
bc5_229,bc5
bc5_230,bc5
bc5_231,bc5
bc5_232,bc5
bc5_233,bc5
bc5_234,bc5
bc5_235,bc5
bc5_236,bc5
bc5_237,bc5
bc5_238,bc5
bc5_239,bc5
bc5_240,bc5
bc5_241,bc5
bc5_242,bc5
bc5_243,bc5
bc5_244,bc5
bc5_245,bc5
bc5_246,bc5
bc5_247,bc5
bc5_248,bc5
bc5_249,bc5
bc5_250,bc5
bc5_251,bc5
bc5_252,bc5
bc5_253,bc5
bc5_254,bc5
bc5_255,bc5
bc5_256,bc5
bc5_257,bc5
bc5_258,bc5
bc5_259,bc5
bc5_260,bc5
bc5_261,bc5
bc5_262,bc5
bc5_263,bc5
bc5_264,bc5
bc5_265,bc5
bc5_266,bc5
bc5_267,bc5
bc5_268,bc5
bc5_269,bc5
bc5_270,bc5
bc5_271,bc5
bc5_272,bc5
bc5_273,bc5
bc5_274,bc5
bc5_275,bc5
bc5_276,bc5
bc5_277,bc5
bc5_278,bc5
bc5_279,bc5
bc5_280,bc5
bc5_281,bc5
bc5_282,bc5
bc5_283,bc5
bc5_284,bc5
bc5_285,bc5
bc5_286,bc5
bc5_287,bc5
bc5_288,bc5
bc5_289,bc5
bc5_290,bc5
bc5_291,bc5
bc5_292,bc5
bc5_293,bc5
bc5_294,bc5
bc5_295,bc5
bc5_296,bc5
bc5_297,bc5
bc5_298,bc5
bc5_299,bc5
bc5_300,bc5
bc5_301,bc5
bc5_302,bc5
bc5_303,bc5
bc5_304,bc5
bc5_305,bc5
bc5_306,bc5
bc5_307,bc5
bc5_308,bc5
bc5_309,bc5
bc5_310,bc5
bc5_311,bc5
bc5_312,bc5
bc5_313,bc5
bc5_314,bc5
bc5_315,bc5
bc5_316,bc5
bc5_317,bc5
bc5_318,bc5
bc5_319,bc5
bc5_320,bc5
bc5_321,bc5
bc5_322,bc5
bc5_323,bc5
bc5_324,bc5
bc5_325,bc5
bc5_326,bc5
bc5_327,bc5
bc5_328,bc5
bc5_329,bc5
bc5_330,bc5
bc5_331,bc5
bc5_332,bc5
bc5_333,bc5
bc5_334,bc5
bc5_335,bc5
bc5_336,bc5
bc5_337,bc5
bc5_338,bc5
bc5_339,bc5
bc5_340,bc5
bc5_341,bc5
bc5_342,bc5
bc5_343,bc5
bc5_344,bc5
bc5_345,bc5
bc5_346,bc5
bc5_347,bc5
bc5_348,bc5
bc5_349,bc5
bc5_350,bc5
bc5_351,bc5
bc5_352,bc5
bc5_353,bc5
bc5_354,bc5
bc5_355,bc5
bc5_356,bc5
bc5_357,bc5
bc5_358,bc5
bc5_359,bc5
bc5_360,bc5
bc5_361,bc5
bc5_362,bc5
bc5_363,bc5
bc5_364,bc5
bc5_365,bc5
bc5_366,bc5
bc5_367,bc5
bc5_368,bc5
bc5_369,bc5
bc5_370,bc5
bc5_371,bc5
bc5_372,bc5
bc5_373,bc5
bc5_374,bc5
bc5_375,bc5
bc5_376,bc5
bc5_377,bc5
bc5_378,bc5
bc5_379,bc5
bc5_380,bc5
bc5_381,bc5
bc5_382,bc5
doublet_1|bc5_263_bc5_129,bc5
doublet_2|bc5_320_bc4_336,Multiplet
doublet_3|bc3_270_bc3_100,bc3
doublet_4|bc2_50_bc5_183,bc5
doublet_5|bc3_322_bc3_295,bc3
doublet_6|bc1_161_bc4_220,Multiplet
doublet_7|bc2_190_bc4_155,bc4
doublet_8|bc1_219_bc2_63,Multiplet
doublet_9|bc5_234_bc1_344,Multiplet
doublet_10|bc5_255_bc5_53,bc5
doublet_11|bc5_277_bc2_180,bc5
doublet_12|bc2_256_bc4_37,bc4
doublet_13|bc1_55_bc1_317,bc1
doublet_14|bc5_120_bc4_298,Multiplet
doublet_15|bc1_180_bc4_355,Multiplet
doublet_16|bc3_432_bc4_34,Multiplet
doublet_17|bc3_184_bc5_326,Multiplet
doublet_18|bc5_113_bc5_95,bc5
doublet_19|bc3_228_bc2_27,Multiplet
doublet_20|bc4_306_bc1_17,Multiplet
doublet_21|bc4_270_bc2_248,Multiplet
doublet_22|bc1_311_bc4_74,Multiplet
doublet_23|bc1_41_bc3_355,bc1
doublet_24|bc3_149_bc3_76,bc3
doublet_25|bc1_59_bc2_136,Multiplet
doublet_26|bc5_253_bc5_320,bc5
doublet_27|bc4_208_bc4_337,bc4
doublet_28|bc3_182_bc5_118,bc5
doublet_29|bc1_127_bc3_135,Multiplet
doublet_30|bc4_91_bc4_72,bc4
doublet_31|bc3_418_bc5_142,Multiplet
doublet_32|bc2_164_bc2_132,bc2
doublet_33|bc5_273_bc5_288,bc5
doublet_34|bc3_256_bc1_64,bc3
doublet_35|bc5_26_bc1_363,Multiplet
doublet_36|bc3_332_bc5_8,Multiplet
doublet_37|bc2_258_bc5_194,Multiplet
doublet_38|bc4_202_bc4_51,bc4
doublet_39|bc5_220_bc4_339,Multiplet
doublet_40|bc4_337_bc4_288,bc4
