,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6
cell_800,36,9,6,29,9,703
cell_801,6,24,1,61,976,30
cell_802,18,4,8,14,1104,7
cell_803,49,17,36,1158,7,20
cell_804,968,4,14,23,8,12
cell_805,17,49,19,12,324,41
cell_806,915,5,17,11,60,1593
cell_807,44,28,438,17,11,13
cell_808,310,43,35,7,10,12
cell_809,3,284,5,8,16,12
cell_810,10,33,1,886,6,49
cell_811,26,31,1208,35,727,7
cell_812,29,1451,4,3,10,11
cell_813,22,30,976,40,38,9
cell_814,18,32,14,12,9,1117
cell_815,33,20,3,612,91,45
cell_816,7,11,51,9,22,601
cell_817,24,65,462,53,9,25
cell_818,15,9,582,45,9,9
cell_819,18,10,13,8,16,392
cell_820,10,6,1035,23,11,3
cell_821,43,28,19,2,1785,9
cell_822,27,28,7,19,34,1748
cell_823,1033,3,2,25,27,34
cell_824,15,16,27,15,1105,13
cell_825,854,31,13,16,14,25
cell_826,9,6,1320,16,11,39
cell_827,28,57,23,793,3,17
cell_828,976,34,34,0,7,19
cell_829,18,14,53,810,28,27
cell_830,4,16,25,0,14,2063
cell_831,34,33,1294,1164,18,24
cell_832,52,442,25,17,12,15
cell_833,6,12,18,9,30,589
cell_834,779,10,54,7,42,29
cell_835,6,1990,27,49,28,5
cell_836,6,0,756,17,21,33
cell_837,17,57,34,11,874,36
cell_838,48,40,5,18,1346,36
cell_839,7,41,8,22,17,10
cell_840,10,13,1073,66,1201,20
cell_841,24,2,12,16,6,1523
cell_842,11,15,885,9,26,21
cell_843,66,18,1125,20,8,29
cell_844,3,4,8,2181,25,9
cell_845,10,23,1181,3,10,13
cell_846,34,12,33,32,10,5
cell_847,5,21,46,883,62,26
cell_848,14,9,880,1621,13,2
cell_849,23,919,8,27,69,14
cell_850,17,30,12,665,5,38
cell_851,3,8,20,1771,2,25
cell_852,4,49,8,32,488,33
cell_853,13,3,8,9,1357,16
cell_854,17,24,1105,18,40,28
cell_855,21,30,1,19,798,6
cell_856,31,833,5,8,22,28
cell_857,16,1280,1341,10,15,66
cell_858,10,59,4,953,24,2
cell_859,2,9,8,1,15,1211
cell_860,15,910,29,37,25,14
cell_861,23,28,4,18,1596,17
cell_862,38,8,8,1536,54,2
cell_863,6,1597,14,54,24,980
cell_864,1817,5,32,1,7,18
cell_865,2,11,39,4,30,8
cell_866,9,52,19,52,1562,41
cell_867,15,6,25,43,1945,1
cell_868,8,529,9,24,18,6
cell_869,13,637,7,35,8,40
cell_870,10,17,1406,18,20,18
cell_871,30,5,28,34,14,739
cell_872,19,37,3,17,3,1213
cell_873,86,14,34,1703,25,24
cell_874,44,14,810,34,13,7
cell_875,664,9,36,4,13,21
cell_876,28,675,10,17,16,13
cell_877,27,4,487,2,4,861
cell_878,16,16,33,13,548,34
cell_879,35,26,38,1595,35,6
cell_880,12,22,1390,9,20,39
cell_881,29,20,512,8,23,25
cell_882,26,31,37,3,11,1327
cell_883,12,944,14,1532,8,12
cell_884,3,23,6,27,587,12
cell_885,11,8,57,0,6,1493
cell_886,5,27,21,2,1179,28
cell_887,8,6,650,1200,5,42
cell_888,24,1,25,22,16,415
cell_889,409,17,12,33,43,5
cell_890,1288,27,22,70,4,10
cell_891,23,32,1828,6,14,10
cell_892,11,5,33,1336,53,8
cell_893,9,12,7,24,1121,42
cell_894,26,23,63,20,54,8
cell_895,379,5,463,17,13,11
cell_896,5,17,18,22,1189,31
cell_897,54,42,1006,17,14,39
cell_898,7,5,21,2,10,44
cell_899,1631,11,41,20,12,9
cell_900,44,19,643,18,426,21
cell_901,14,29,50,14,1461,15
cell_902,32,23,6,17,4,5
cell_903,1423,28,2,14,24,27
cell_904,9,47,6,22,833,5
cell_905,16,16,8,767,22,13
cell_906,381,23,33,38,4,11
cell_907,5,790,20,24,36,9
cell_908,12,30,1149,30,6,7
cell_909,2,10,14,1767,37,12
cell_910,7,634,9,61,44,50
cell_911,27,1,34,48,22,61
cell_912,21,17,5,48,18,757
cell_913,67,997,2,15,23,26
cell_914,673,37,5,36,6,16
cell_915,28,7,372,15,22,17
cell_916,1,4,12,14,1664,14
cell_917,1032,14,1,15,16,4
cell_918,1007,14,3,10,42,39
cell_919,13,19,6,11,5,1452
cell_920,11,41,20,1264,10,8
cell_921,5,30,5,46,1673,29
cell_922,16,1380,11,5,27,9
cell_923,5,43,18,13,27,19
cell_924,3,11,33,2,2,30
cell_925,72,14,2555,9,35,8
cell_926,403,22,37,19,609,3
cell_927,11,33,12,28,16,1353
cell_928,1269,16,28,38,3,30
cell_929,1009,18,14,5,8,5
cell_930,21,6,2275,37,1639,6
cell_931,21,652,11,43,31,11
cell_932,24,44,13,42,22,43
cell_933,12,8,4,16,12,894
cell_934,21,14,8,26,4,670
cell_935,6,7,13,882,48,13
cell_936,9,14,739,19,28,11
cell_937,1238,16,29,24,1,35
cell_938,29,24,35,18,6,60
cell_939,11,625,16,25,74,18
cell_940,557,20,11,1002,26,45
cell_941,20,1626,47,9,11,13
cell_942,3,28,2,9,94,680
cell_943,33,16,10,5,36,6
cell_944,18,17,7,1929,9,24
cell_945,9,62,4,372,6,67
cell_946,29,20,28,17,14,6
cell_947,1815,14,17,20,15,21
cell_948,27,52,31,34,8,1094
cell_949,21,15,36,31,6,1404
cell_950,18,25,17,22,35,610
cell_951,5,1120,10,50,26,24
cell_952,14,6,13,1662,11,41
cell_953,17,24,59,888,7,19
cell_954,40,735,2,7,31,20
cell_955,2,4,28,22,1526,62
cell_956,5,5,15,19,569,20
cell_957,0,25,18,9,13,26
cell_958,8,10,22,1986,2403,29
cell_959,19,1133,8,16,6,58
cell_960,7,21,2,30,44,1015
cell_961,28,697,1,27,16,7
cell_962,33,1157,10,2,29,11
cell_963,288,5,5,10,20,22
cell_964,582,18,46,25,57,21
cell_965,26,42,10,19,1046,2
cell_966,1477,28,21,22,8,4
cell_967,17,1985,32,15,11,57
cell_968,18,43,722,22,37,28
cell_969,21,1691,33,1101,56,26
cell_970,17,18,10,1170,32,1
cell_971,30,1077,15,28,10,6
cell_972,17,12,15,52,31,941
cell_973,82,9,35,1414,54,4
cell_974,60,1253,14,9,21,26
cell_975,342,8,18,26,40,33
cell_976,65,2,13,927,15,12
cell_977,3,35,3,1217,32,13
cell_978,936,23,28,31,26,30
cell_979,1686,18,20,9,98,13
cell_980,5,19,69,10,1636,1828
cell_981,25,16,2,21,1087,2
cell_982,5,7,5,11,2333,4
cell_983,15,10,18,16,100,31
cell_984,17,21,14,13,16,1036
cell_985,9,9,1077,71,8,15
cell_986,7,592,17,2,8,11
cell_987,10,520,38,14,38,39
cell_988,12,20,701,12,15,26
cell_989,15,50,648,15,13,19
cell_990,5,22,43,16,372,8
cell_991,34,39,8,1143,40,28
cell_992,31,4,32,1705,1,30
cell_993,1729,16,22,23,28,5
cell_994,8,321,15,7,12,5
cell_995,25,54,22,1102,1611,27
cell_996,5,18,21,950,5,14
cell_997,1,917,21,11,28,30
cell_998,14,13,13,16,3,1122
cell_999,25,28,49,25,876,23
cell_1000,19,1,1968,23,35,21
cell_1001,4,28,1338,1195,11,21
cell_1002,5,2098,18,11,27,19
cell_1003,24,45,14,88,523,12
cell_1004,18,839,20,32,12,10
cell_1005,21,16,5,1635,28,41
cell_1006,1805,41,17,42,17,13
cell_1007,17,710,21,12,28,16
cell_1008,29,26,25,684,28,4
cell_1009,47,6,554,23,14,1
cell_1010,29,10,37,625,40,19
cell_1011,1735,11,8,4,37,1142
cell_1012,8,20,26,8,440,29
cell_1013,1262,7,26,30,1,30
cell_1014,64,777,20,9,10,20
cell_1015,22,8,915,9,22,12
cell_1016,14,20,58,9,17,9
cell_1017,8,18,16,1947,20,93
cell_1018,10,8,12,20,1832,25
cell_1019,14,13,1,1218,10,1
cell_1020,8,14,945,20,76,17
cell_1021,1154,6,17,15,7,6
cell_1022,26,30,22,41,13,1038
cell_1023,16,35,18,39,1085,38
cell_1024,45,9,1282,50,1010,21
cell_1025,48,15,28,38,2322,7
cell_1026,16,9,28,22,33,0
cell_1027,2,32,882,65,21,28
cell_1028,19,16,516,25,24,17
cell_1029,5,36,21,676,4,12
cell_1030,6,19,11,278,24,42
cell_1031,23,552,13,10,14,16
cell_1032,1,13,14,721,5,9
cell_1033,600,28,8,5,1115,38
cell_1034,14,832,55,10,16,93
cell_1035,53,660,10,26,28,14
cell_1036,26,17,1949,9,4,25
cell_1037,24,31,12,15,22,1210
cell_1038,2,26,25,13,15,1346
cell_1039,25,9,41,13,265,10
cell_1040,29,1280,28,48,15,33
cell_1041,29,36,19,8,498,43
cell_1042,17,31,16,1014,6,25
cell_1043,19,1110,1,14,32,56
cell_1044,7,1028,25,671,11,44
cell_1045,20,462,24,1080,16,41
cell_1046,12,524,18,21,14,24
cell_1047,15,1,975,22,14,16
cell_1048,8,560,5,10,7,9
cell_1049,0,16,800,4,13,10
cell_1050,307,37,57,11,6,50
cell_1051,10,409,786,19,44,22
cell_1052,7,7,26,35,10,1096
cell_1053,17,37,7,733,0,40
cell_1054,1984,22,16,13,42,14
cell_1055,1354,11,6,11,5,17
cell_1056,7,25,25,12,574,2
cell_1057,4,4,782,18,35,19
cell_1058,20,16,1447,38,45,21
cell_1059,521,23,41,1101,3,16
cell_1060,15,1462,21,24,5,32
cell_1061,14,1051,3,7,432,12
cell_1062,29,2,16,977,19,10
cell_1063,20,2,11,8,16,846
cell_1064,19,18,25,353,22,28
cell_1065,28,1,25,30,22,1289
cell_1066,4,34,32,25,12,606
cell_1067,46,9,1344,41,21,21
cell_1068,16,19,12,23,737,5
cell_1069,23,0,22,465,22,27
cell_1070,3,564,24,13,36,39
cell_1071,10,2,1313,20,23,18
cell_1072,28,2045,11,21,47,17
cell_1073,4,30,64,2,25,1057
cell_1074,8,31,859,44,37,55
cell_1075,29,20,24,1024,24,50
cell_1076,19,1128,46,6,69,26
cell_1077,39,17,804,32,22,19
cell_1078,37,11,7,1260,4,990
cell_1079,9,15,8,8,1590,20
cell_1080,27,1384,29,38,19,68
cell_1081,17,23,974,7,7,50
cell_1082,49,19,56,42,241,7
cell_1083,20,1220,3,23,42,18
cell_1084,412,6,19,23,1,24
cell_1085,13,27,462,37,12,10
cell_1086,13,21,10,15,78,653
cell_1087,28,28,637,4,27,15
cell_1088,11,40,14,1452,6,8
cell_1089,1247,23,12,23,4,8
cell_1090,24,9,10,358,9,4
cell_1091,14,13,11,1747,31,11
cell_1092,74,62,577,25,17,6
cell_1093,42,4,981,21,14,12
cell_1094,20,24,18,10,687,36
cell_1095,20,1054,20,9,15,46
cell_1096,28,62,853,7,7,18
cell_1097,20,31,20,12,6,332
cell_1098,1,29,19,7,7,578
cell_1099,23,32,1457,11,1,17
cell_1100,9,43,9,800,8,26
cell_1101,14,25,1,19,447,8
cell_1102,23,1221,22,5,20,15
cell_1103,2,5,6,25,860,21
cell_1104,5,27,63,19,765,42
cell_1105,429,9,22,33,993,24
cell_1106,9,1313,28,656,9,1
cell_1107,872,38,10,14,40,1
cell_1108,9,7,1385,42,61,15
cell_1109,3,21,33,12,10,874
cell_1110,23,18,9,15,18,955
cell_1111,16,1949,38,5,1,25
cell_1112,9,20,40,5,1539,9
cell_1113,8,36,25,22,17,1701
cell_1114,611,2,55,1,3,4
cell_1115,676,930,8,9,48,10
cell_1116,34,16,23,9,11,724
cell_1117,9,24,1222,5,39,7
cell_1118,1829,27,29,23,78,52
cell_1119,10,8,3,15,16,9
cell_1120,17,1170,21,10,15,10
cell_1121,842,12,8,25,5,1
cell_1122,12,40,1004,9,25,3
cell_1123,44,39,17,2,9,19
cell_1124,8,11,13,848,5,31
cell_1125,36,18,6,1057,10,11
cell_1126,2,35,7,35,1218,35
cell_1127,0,13,1062,7,65,5
cell_1128,16,1106,57,26,23,5
cell_1129,10,20,568,52,30,16
cell_1130,530,14,5,9,11,19
cell_1131,14,15,2,18,1036,5
cell_1132,10,12,28,1,6,865
cell_1133,15,11,45,11,953,14
cell_1134,23,28,825,36,20,48
cell_1135,37,7,50,76,878,44
cell_1136,4,11,24,36,20,1173
cell_1137,18,35,47,1114,29,6
cell_1138,7,17,23,13,7,314
cell_1139,17,29,8,15,623,12
cell_1140,28,47,19,7,6,15
cell_1141,45,4,16,16,570,16
cell_1142,3,1043,7,32,32,14
cell_1143,11,9,18,10,1493,21
cell_1144,23,21,18,9,17,457
cell_1145,14,22,35,1057,37,13
cell_1146,6,17,31,1001,36,19
cell_1147,26,9,31,20,35,17
cell_1148,9,25,15,1194,11,27
cell_1149,26,28,597,1078,4,34
cell_1150,32,1052,28,41,26,15
cell_1151,13,50,625,5,4,22
cell_1152,1,5,9,18,9,5
cell_1153,879,5,36,20,13,9
cell_1154,28,4,23,2,1394,25
cell_1155,10,4,1314,19,4,10
cell_1156,1644,12,9,18,11,21
cell_1157,14,20,783,2,24,7
cell_1158,4,23,517,45,8,28
cell_1159,10,760,39,6,3,8
cell_1160,14,31,27,45,684,6
cell_1161,2,28,31,28,994,1398
cell_1162,5,32,24,8,13,35
cell_1163,10,1455,16,6,39,16
cell_1164,19,6,18,32,3,907
cell_1165,17,22,27,1091,7,24
cell_1166,13,71,19,3,11,785
cell_1167,53,17,17,54,821,43
cell_1168,0,19,13,19,25,1367
cell_1169,11,39,13,1415,17,25
cell_1170,30,13,31,8,35,1127
cell_1171,1013,1097,5,17,5,5
cell_1172,23,8,3,18,859,23
cell_1173,9,32,55,26,20,960
cell_1174,24,9,16,17,23,965
cell_1175,31,8,1,2334,22,20
cell_1176,22,3,25,14,851,56
cell_1177,1403,2220,25,31,7,1
cell_1178,14,14,21,33,5,1256
cell_1179,901,25,20,10,14,21
cell_1180,30,51,8,25,1283,7
cell_1181,7,52,13,19,1285,14
cell_1182,21,17,7,967,32,20
cell_1183,9,5,13,8,42,1310
cell_1184,18,1391,19,10,30,39
cell_1185,14,16,5,13,467,23
cell_1186,18,926,8,14,1,31
cell_1187,52,31,6,4,342,2
cell_1188,3,739,14,32,15,13
cell_1189,47,24,1039,9,5,11
cell_1190,460,29,14,32,9,22
cell_1191,889,42,17,10,614,41
cell_1192,3,22,915,7,18,17
cell_1193,578,23,28,34,28,33
cell_1194,21,3,4,254,4,16
cell_1195,17,9,27,38,40,925
cell_1196,6,10,3,35,10,9
cell_1197,1128,9,22,7,31,36
cell_1198,17,18,3,1933,14,10
cell_1199,71,41,0,616,5,27
cell_1200,19,998,6,14,10,29
cell_1201,3,35,779,2,10,5
cell_1202,18,21,863,57,8,13
cell_1203,13,17,30,17,15,2576
cell_1204,32,5,36,42,44,1058
cell_1205,20,28,1448,8,36,19
cell_1206,13,12,5,953,2,5
cell_1207,1,25,36,50,18,481
cell_1208,3,24,753,18,26,1203
cell_1209,3,51,2,6,1031,34
cell_1210,723,21,67,698,14,25
cell_1211,31,918,20,11,2,52
cell_1212,16,7,866,7,21,2
cell_1213,8,6,10,1799,50,10
cell_1214,1645,12,7,14,34,13
cell_1215,4,710,33,12,29,25
cell_1216,45,17,31,559,22,70
cell_1217,23,636,10,22,12,16
cell_1218,48,14,1342,18,25,45
cell_1219,42,40,1101,15,62,2
cell_1220,13,20,23,28,53,20
cell_1221,26,17,28,9,2188,19
cell_1222,8,9,1239,34,9,25
cell_1223,12,12,972,4,18,0
cell_1224,6,11,14,45,836,21
cell_1225,20,24,15,69,894,32
cell_1226,46,39,23,9,693,6
cell_1227,30,2106,9,14,34,16
cell_1228,44,29,636,4,62,25
cell_1229,29,41,1315,15,11,24
cell_1230,12,24,27,14,914,0
cell_1231,23,33,21,37,17,1875
cell_1232,16,1069,16,9,718,12
cell_1233,964,10,42,28,8,3
cell_1234,20,29,946,27,15,26
cell_1235,1609,24,9,5,50,7
cell_1236,15,8,33,20,406,10
cell_1237,12,999,10,18,35,11
cell_1238,14,12,18,339,8,2
cell_1239,6,38,21,593,52,36
cell_1240,17,13,15,8,35,833
cell_1241,1,27,1304,47,14,29
cell_1242,26,10,7,11,31,38
cell_1243,28,267,14,9,20,22
cell_1244,20,5,1334,51,47,23
cell_1245,19,13,17,12,25,985
cell_1246,12,20,677,51,24,19
cell_1247,677,12,5,37,19,19
cell_1248,36,1009,21,8,34,2
cell_1249,18,18,10,6,1579,25
cell_1250,23,1257,25,26,17,2
cell_1251,1175,12,24,3,6,7
cell_1252,3,9,18,10,1747,12
cell_1253,12,6,713,10,11,4
cell_1254,33,421,19,18,8,9
cell_1255,8,1177,5,3,21,2
cell_1256,494,3,49,15,12,8
cell_1257,19,6,15,11,1765,15
cell_1258,4,40,41,39,22,26
cell_1259,32,16,11,10,12,1400
cell_1260,13,14,37,24,1586,10
cell_1261,23,14,27,1001,34,53
cell_1262,6,35,8,24,21,36
cell_1263,29,16,20,22,20,2000
cell_1264,1067,6,4,38,7,25
cell_1265,8,9,9,12,3,16
cell_1266,24,586,33,23,26,14
cell_1267,20,1606,20,45,17,21
cell_1268,19,36,17,23,50,883
cell_1269,25,6,2,5,9,1620
cell_1270,703,27,3,24,47,5
cell_1271,502,37,27,27,31,38
cell_1272,416,30,6,24,80,21
cell_1273,10,20,17,9,35,1145
cell_1274,8,8,1001,39,67,10
cell_1275,11,48,11,1129,32,33
cell_1276,47,34,5,3,1,1711
cell_1277,39,41,33,965,81,19
cell_1278,1629,3,5,30,19,33
cell_1279,783,31,47,17,13,2
cell_1280,52,19,1028,46,8,7
cell_1281,3,652,31,10,4,30
cell_1282,28,9,9,29,11,838
cell_1283,23,17,18,458,24,3
cell_1284,414,7,20,35,17,12
cell_1285,1240,8,8,26,33,27
cell_1286,1159,11,29,19,28,5
cell_1287,44,52,39,1091,20,14
cell_1288,38,21,5,1603,18,55
cell_1289,22,10,4,34,843,2
cell_1290,34,19,12,1019,9,26
cell_1291,2,2179,13,5,18,15
cell_1292,36,10,15,3,48,1208
cell_1293,5,17,47,4,32,126
cell_1294,4,59,18,33,17,1178
cell_1295,22,5,555,18,23,8
cell_1296,1484,10,73,26,7,6
cell_1297,30,25,1377,22,19,7
cell_1298,3,32,24,18,9,776
cell_1299,8,10,19,4,1399,36
cell_1300,10,41,1547,1,12,8
cell_1301,10,13,19,810,1,92
cell_1302,80,29,36,872,1124,18
cell_1303,38,17,44,5,33,832
cell_1304,655,18,29,926,10,9
cell_1305,3,15,12,51,16,617
cell_1306,26,1319,15,4,19,42
cell_1307,10,931,10,9,44,19
cell_1308,16,56,16,1189,22,28
cell_1309,28,23,18,731,48,16
cell_1310,38,14,25,7,964,4
cell_1311,82,15,5,32,17,969
cell_1312,24,27,331,12,17,17
cell_1313,794,47,4,12,22,21
cell_1314,1,11,20,17,2,33
cell_1315,443,19,5,18,25,17
cell_1316,49,2,9,14,490,1327
cell_1317,606,14,7,0,20,40
cell_1318,1348,997,8,6,10,14
cell_1319,1201,17,16,32,19,11
cell_1320,17,16,1379,30,9,8
cell_1321,43,11,11,546,3,17
cell_1322,22,1098,7,20,38,7
cell_1323,24,9,5,1260,11,32
cell_1324,713,24,6,10,38,39
cell_1325,43,789,18,16,5,6
cell_1326,3,25,1502,67,27,4
cell_1327,9,4,11,42,17,967
cell_1328,15,1,22,19,532,28
cell_1329,0,30,15,860,23,18
cell_1330,50,23,28,31,1361,17
cell_1331,8,16,721,6,17,10
cell_1332,25,7,2059,18,15,7
cell_1333,1013,26,12,26,21,19
cell_1334,2,49,27,26,10,977
cell_1335,3,4,1122,13,8,4
cell_1336,1805,20,14,8,3,12
cell_1337,954,6,41,933,5,30
cell_1338,25,2,29,1601,6,6
cell_1339,7,33,41,18,0,761
cell_1340,40,11,17,1395,31,5
cell_1341,11,16,0,27,278,10
cell_1342,4,19,16,13,853,4
cell_1343,13,10,36,9,1073,19
cell_1344,13,9,4,47,13,392
cell_1345,31,849,11,14,70,24
cell_1346,7,17,12,18,7,646
cell_1347,2,42,17,12,378,14
cell_1348,17,15,39,43,808,15
cell_1349,778,21,10,36,6,20
cell_1350,11,11,2387,4,36,31
cell_1351,14,36,26,2003,17,6
cell_1352,10,18,1,7,9,449
cell_1353,359,35,66,48,24,13
cell_1354,18,1341,36,15,648,6
cell_1355,17,998,16,16,31,4
cell_1356,17,24,776,24,25,8
cell_1357,1077,34,17,18,17,25
cell_1358,16,16,7,11,24,847
cell_1359,1532,17,27,40,4,5
cell_1360,21,2,19,801,28,28
cell_1361,10,954,5,18,9,25
cell_1362,9,20,43,22,12,644
cell_1363,43,31,14,526,10,16
cell_1364,37,3,1165,14,30,1186
cell_1365,1014,15,5,50,39,42
cell_1366,13,7,19,22,932,21
cell_1367,1336,40,33,3,14,63
cell_1368,19,10,9,15,21,30
cell_1369,38,6,907,4,1005,21
cell_1370,6,3,1007,8,13,1
cell_1371,28,51,726,32,25,50
cell_1372,26,1244,8,26,41,1054
cell_1373,31,873,38,28,31,3
cell_1374,36,0,9,624,26,15
cell_1375,1,616,9,17,7,14
cell_1376,35,30,1366,21,41,40
cell_1377,18,24,14,1529,6,11
cell_1378,34,1005,21,32,50,15
cell_1379,4,5,36,860,19,49
cell_1380,5,631,47,35,32,985
cell_1381,13,13,8,527,36,34
cell_1382,1041,7,10,41,12,43
cell_1383,13,17,5,40,1650,35
cell_1384,18,18,22,432,20,9
cell_1385,35,33,8,9,743,27
cell_1386,51,707,18,20,5,8
cell_1387,29,17,805,6,13,17
cell_1388,3,19,14,19,2210,11
cell_1389,979,11,45,52,17,6
cell_1390,16,28,15,48,1669,7
cell_1391,32,19,28,11,27,380
cell_1392,16,38,1062,5,14,8
cell_1393,18,20,44,27,14,1179
cell_1394,26,30,10,894,55,8
cell_1395,17,15,8,69,19,1388
cell_1396,13,22,9,1294,20,389
cell_1397,22,5,55,31,460,34
cell_1398,32,2023,13,24,20,12
cell_1399,9,15,22,6,1373,6
cell_1400,41,1392,17,13,12,31
cell_1401,5,12,23,1264,23,5
cell_1402,5,36,20,755,14,22
cell_1403,18,24,32,11,27,23
cell_1404,4,45,1753,32,5,43
cell_1405,727,11,3,1,7,30
cell_1406,1993,7,20,7,12,7
cell_1407,1458,51,42,24,4,7
cell_1408,24,445,31,10,6,4
cell_1409,27,7,1066,28,16,10
cell_1410,48,12,19,2576,20,12
cell_1411,27,18,883,24,12,52
cell_1412,13,1115,6,31,12,12
cell_1413,28,12,17,17,23,1369
cell_1414,10,25,45,28,9,750
cell_1415,8,20,1514,1448,13,4
cell_1416,12,31,6,42,1190,26
cell_1417,14,16,16,6,490,6
cell_1418,15,17,703,38,61,31
cell_1419,15,51,27,10,1273,11
cell_1420,702,1401,22,32,50,25
cell_1421,16,1403,16,20,15,23
cell_1422,15,15,1252,10,29,15
cell_1423,3,34,16,636,29,20
cell_1424,18,45,553,32,4,11
cell_1425,16,6,1008,34,8,25
cell_1426,36,1128,7,15,5,35
cell_1427,25,34,11,22,16,1081
cell_1428,18,9,31,1104,16,24
cell_1429,17,7,903,1,39,14
cell_1430,10,709,19,24,11,4
cell_1431,33,6,1871,23,50,38
cell_1432,5,2168,9,18,63,27
cell_1433,22,1,17,35,1026,10
cell_1434,1158,19,16,17,22,7
cell_1435,36,921,12,10,21,7
cell_1436,5,20,34,20,37,485
cell_1437,23,954,6,2,46,24
cell_1438,3,40,12,3,13,681
cell_1439,21,37,8,21,1248,18
cell_1440,761,985,15,21,13,14
cell_1441,31,0,1552,28,15,9
cell_1442,0,16,31,35,1,13
cell_1443,7,11,19,508,31,6
cell_1444,13,20,48,614,23,15
cell_1445,1,10,15,24,20,23
cell_1446,17,28,5,7,1526,50
cell_1447,1212,17,7,8,34,40
cell_1448,1162,47,10,9,15,12
cell_1449,3,3,527,13,12,7
cell_1450,0,850,4,22,12,24
cell_1451,23,69,21,5,650,15
cell_1452,21,31,11,22,1031,2
cell_1453,14,7,18,20,860,46
cell_1454,1868,12,18,6,1268,43
cell_1455,7,20,38,983,4,432
cell_1456,1039,14,10,6,26,664
cell_1457,1411,11,19,31,6,36
cell_1458,12,4,10,29,904,4
cell_1459,932,11,10,27,22,26
cell_1460,1701,11,27,23,4,9
cell_1461,60,13,7,998,10,3
cell_1462,30,20,2,17,29,880
cell_1463,21,656,0,18,23,13
cell_1464,4,326,11,57,8,4
cell_1465,43,22,552,11,15,21
cell_1466,27,24,12,6,257,30
cell_1467,32,18,9,46,1163,816
cell_1468,46,21,21,39,1016,9
cell_1469,31,889,4,9,11,22
cell_1470,13,26,15,22,856,35
cell_1471,8,20,11,45,394,25
cell_1472,7,927,12,2,331,20
cell_1473,779,6,5,17,26,4
cell_1474,29,36,1461,13,13,24
cell_1475,12,21,46,1154,27,14
cell_1476,24,1846,11,6,19,30
cell_1477,21,1635,57,7,40,85
cell_1478,16,1841,11,5,18,6
cell_1479,19,9,1614,14,24,21
cell_1480,51,9,19,661,51,40
cell_1481,1495,26,11,19,39,10
cell_1482,12,13,16,485,9,19
cell_1483,593,7,31,35,21,19
cell_1484,13,11,12,31,26,1295
cell_1485,14,14,959,3,12,59
cell_1486,12,18,1100,42,11,27
cell_1487,9,17,1158,9,12,24
cell_1488,6,10,16,27,24,1001
cell_1489,519,18,18,18,15,28
cell_1490,23,5,792,22,21,21
cell_1491,16,326,14,34,14,36
cell_1492,8,13,1,2310,15,80
cell_1493,4,42,29,39,63,2151
cell_1494,7,9,9,711,1,29
cell_1495,17,22,15,52,938,5
cell_1496,8,53,8,20,13,464
cell_1497,1407,16,8,2,7,16
cell_1498,321,6,8,6,6,38
cell_1499,50,578,14,22,41,34
cell_1500,12,13,12,10,692,17
cell_1501,17,13,17,9,1172,1119
cell_1502,1,47,4,2,25,14
cell_1503,2,13,4,1124,23,22
cell_1504,28,29,20,1162,15,10
cell_1505,14,3,37,33,29,38
cell_1506,16,1036,19,8,46,16
cell_1507,8,1802,25,4,11,21
cell_1508,39,2,3,3,1874,11
cell_1509,8,1178,35,15,20,19
cell_1510,883,0,18,30,25,39
cell_1511,40,1215,13,26,8,18
cell_1512,21,14,0,63,1532,7
cell_1513,8,884,6,8,22,4
cell_1514,2249,21,10,1,17,29
cell_1515,2517,3,22,47,2,28
cell_1516,660,30,7,32,14,30
cell_1517,21,20,1448,0,6,6
cell_1518,19,1,15,1483,765,5
cell_1519,18,18,87,1250,103,9
cell_1520,25,2,7,3,893,10
cell_1521,7,34,19,21,1,957
cell_1522,612,25,33,16,88,12
cell_1523,7,443,3,14,29,13
cell_1524,1505,16,13,7,22,3
cell_1525,8,2,16,27,16,784
cell_1526,34,21,7,23,37,15
cell_1527,1958,1472,19,16,49,11
cell_1528,1475,13,16,12,51,14
cell_1529,7,5,1105,26,29,9
cell_1530,9,13,9,11,893,10
cell_1531,12,36,11,1420,33,0
cell_1532,12,39,1164,11,28,28
cell_1533,6,11,791,20,23,36
cell_1534,3,1,1080,28,13,6
cell_1535,11,1,23,24,7,1257
cell_1536,32,11,531,28,47,31
cell_1537,11,19,756,15,9,1927
cell_1538,4,26,23,5,843,1204
cell_1539,681,15,6,12,6,1046
cell_1540,657,31,34,632,4,30
cell_1541,4,37,14,21,1443,10
cell_1542,5,50,7,2,1341,7
cell_1543,19,21,10,20,810,16
cell_1544,28,19,1,32,31,732
cell_1545,36,25,946,18,31,3
cell_1546,18,1,19,43,12,210
cell_1547,7,801,50,24,26,33
cell_1548,21,21,23,10,4,1704
cell_1549,32,22,6,8,807,29
cell_1550,22,45,11,24,9,27
cell_1551,8,722,3,44,62,7
cell_1552,1078,2,1,18,29,9
cell_1553,56,12,33,10,495,13
cell_1554,46,13,20,11,586,1008
cell_1555,19,6,15,17,1005,12
cell_1556,2,30,6,807,14,6
cell_1557,8,606,5,11,5,601
cell_1558,1381,13,8,8,32,32
cell_1559,13,27,36,1,1866,13
cell_1560,456,35,8,14,7,14
cell_1561,5,69,819,20,32,1293
cell_1562,12,896,21,26,15,21
cell_1563,27,18,0,6,566,29
cell_1564,29,13,1546,10,0,1
