,barcode_assign,barcode_count,droplet_type,total_tag_umi
cell_757,tag_6,1,singlet,1781
cell_758,tag_4,1,singlet,954
cell_759,tag_1,1,singlet,1052
cell_760,tag_4,1,singlet,1232
cell_761,tag_6,1,singlet,603
cell_762,tag_6,1,singlet,1431
cell_763,tag_2,1,singlet,2102
cell_764,tag_2,1,singlet,728
cell_765,tag_5,1,singlet,512
cell_766,tag_6,1,singlet,691
cell_767,tag_1,1,singlet,1605
cell_768,tag_1,1,singlet,1056
cell_769,tag_3,1,singlet,928
cell_770,tag_2,1,singlet,1747
cell_771,tag_2,1,singlet,995
cell_772,tag_4,1,singlet,759
cell_773,tag_3,1,singlet,1711
cell_774,multiplet,2,multiplet,1905
cell_775,tag_2,1,singlet,1255
cell_776,tag_2,1,singlet,725
cell_777,tag_1,1,singlet,527
cell_778,multiplet,2,multiplet,3077
cell_779,tag_6,1,singlet,1791
cell_780,tag_1,1,singlet,687
cell_781,multiplet,2,multiplet,2316
cell_782,tag_6,1,singlet,710
cell_783,tag_6,1,singlet,1934
cell_784,tag_3,1,singlet,732
cell_785,tag_3,1,singlet,1151
cell_786,tag_6,1,singlet,1923
cell_787,multiplet,2,multiplet,2201
cell_788,tag_2,1,singlet,1391
cell_789,tag_3,1,singlet,1510
cell_790,tag_1,1,singlet,1852
cell_791,tag_2,1,singlet,1303
cell_792,tag_5,1,singlet,526
cell_793,tag_5,1,singlet,662
cell_794,tag_4,1,singlet,1188
cell_795,tag_6,1,singlet,1639
cell_796,multiplet,2,multiplet,2275
cell_797,tag_3,1,singlet,1013
cell_798,tag_1,1,singlet,1275
cell_799,tag_3,1,singlet,752
cell_800,tag_6,1,singlet,792
cell_801,tag_5,1,singlet,1098
cell_802,tag_5,1,singlet,1155
cell_803,tag_4,1,singlet,1287
cell_804,tag_1,1,singlet,1029
cell_805,tag_5,1,singlet,462
cell_806,multiplet,2,multiplet,2601
cell_807,tag_3,1,singlet,551
cell_808,tag_1,1,singlet,417
cell_809,tag_2,1,singlet,328
cell_810,tag_4,1,singlet,985
cell_811,multiplet,2,multiplet,2034
cell_812,tag_2,1,singlet,1508
cell_813,tag_3,1,singlet,1115
cell_814,tag_6,1,singlet,1202
cell_815,tag_4,1,singlet,804
cell_816,tag_6,1,singlet,701
cell_817,tag_3,1,singlet,638
cell_818,tag_3,1,singlet,669
cell_819,tag_6,1,singlet,457
cell_820,tag_3,1,singlet,1088
cell_821,tag_5,1,singlet,1886
cell_822,tag_6,1,singlet,1863
cell_823,tag_1,1,singlet,1124
cell_824,tag_5,1,singlet,1191
cell_825,tag_1,1,singlet,953
cell_826,tag_3,1,singlet,1401
cell_827,tag_4,1,singlet,921
cell_828,tag_1,1,singlet,1070
cell_829,tag_4,1,singlet,950
cell_830,tag_6,1,singlet,2122
cell_831,multiplet,2,multiplet,2567
cell_832,tag_2,1,singlet,563
cell_833,tag_6,1,singlet,664
cell_834,tag_1,1,singlet,921
cell_835,tag_2,1,singlet,2105
cell_836,tag_3,1,singlet,833
cell_837,tag_5,1,singlet,1029
cell_838,tag_5,1,singlet,1493
cell_839,negative,0,negative,105
cell_840,multiplet,2,multiplet,2383
cell_841,tag_6,1,singlet,1583
cell_842,tag_3,1,singlet,967
cell_843,tag_3,1,singlet,1266
cell_844,tag_4,1,singlet,2230
cell_845,tag_3,1,singlet,1240
cell_846,negative,0,negative,126
cell_847,tag_4,1,singlet,1043
cell_848,multiplet,2,multiplet,2539
cell_849,tag_2,1,singlet,1060
cell_850,tag_4,1,singlet,767
cell_851,tag_4,1,singlet,1829
cell_852,tag_5,1,singlet,614
cell_853,tag_5,1,singlet,1406
cell_854,tag_3,1,singlet,1232
cell_855,tag_5,1,singlet,875
cell_856,tag_2,1,singlet,927
cell_857,multiplet,2,multiplet,2728
cell_858,tag_4,1,singlet,1052
cell_859,tag_6,1,singlet,1246
cell_860,tag_2,1,singlet,1030
cell_861,tag_5,1,singlet,1686
cell_862,tag_4,1,singlet,1646
cell_863,multiplet,2,multiplet,2675
cell_864,tag_1,1,singlet,1880
cell_865,negative,0,negative,94
cell_866,tag_5,1,singlet,1735
cell_867,tag_5,1,singlet,2035
cell_868,tag_2,1,singlet,594
cell_869,tag_2,1,singlet,740
cell_870,tag_3,1,singlet,1489
cell_871,tag_6,1,singlet,850
cell_872,tag_6,1,singlet,1292
cell_873,tag_4,1,singlet,1886
cell_874,tag_3,1,singlet,922
cell_875,tag_1,1,singlet,747
cell_876,tag_2,1,singlet,759
cell_877,multiplet,2,multiplet,1385
cell_878,tag_5,1,singlet,660
cell_879,tag_4,1,singlet,1735
cell_880,tag_3,1,singlet,1492
cell_881,tag_3,1,singlet,617
cell_882,tag_6,1,singlet,1435
cell_883,multiplet,2,multiplet,2522
cell_884,tag_5,1,singlet,658
cell_885,tag_6,1,singlet,1575
cell_886,tag_5,1,singlet,1262
cell_887,multiplet,2,multiplet,1911
cell_888,tag_6,1,singlet,503
cell_889,tag_1,1,singlet,519
cell_890,tag_1,1,singlet,1421
cell_891,tag_3,1,singlet,1913
cell_892,tag_4,1,singlet,1446
cell_893,tag_5,1,singlet,1215
cell_894,negative,0,negative,194
cell_895,multiplet,2,multiplet,888
cell_896,tag_5,1,singlet,1282
cell_897,tag_3,1,singlet,1172
cell_898,negative,0,negative,89
cell_899,tag_1,1,singlet,1724
cell_900,multiplet,2,multiplet,1171
cell_901,tag_5,1,singlet,1583
cell_902,negative,0,negative,87
cell_903,tag_1,1,singlet,1518
cell_904,tag_5,1,singlet,922
cell_905,tag_4,1,singlet,842
cell_906,tag_1,1,singlet,490
cell_907,tag_2,1,singlet,884
cell_908,tag_3,1,singlet,1234
cell_909,tag_4,1,singlet,1842
cell_910,tag_2,1,singlet,805
cell_911,negative,0,negative,193
cell_912,tag_6,1,singlet,866
cell_913,tag_2,1,singlet,1130
cell_914,tag_1,1,singlet,773
cell_915,tag_3,1,singlet,461
cell_916,tag_5,1,singlet,1709
cell_917,tag_1,1,singlet,1082
cell_918,tag_1,1,singlet,1115
cell_919,tag_6,1,singlet,1506
cell_920,tag_4,1,singlet,1354
cell_921,tag_5,1,singlet,1788
cell_922,tag_2,1,singlet,1448
cell_923,negative,0,negative,125
cell_924,negative,0,negative,81
cell_925,tag_3,1,singlet,2693
cell_926,multiplet,2,multiplet,1093
cell_927,tag_6,1,singlet,1453
cell_928,tag_1,1,singlet,1384
cell_929,tag_1,1,singlet,1059
cell_930,multiplet,2,multiplet,3984
cell_931,tag_2,1,singlet,769
cell_932,negative,0,negative,188
cell_933,tag_6,1,singlet,946
cell_934,tag_6,1,singlet,743
cell_935,tag_4,1,singlet,969
cell_936,tag_3,1,singlet,820
cell_937,tag_1,1,singlet,1343
cell_938,negative,0,negative,172
cell_939,tag_2,1,singlet,769
cell_940,multiplet,2,multiplet,1661
cell_941,tag_2,1,singlet,1726
cell_942,tag_6,1,singlet,816
cell_943,negative,0,negative,106
cell_944,tag_4,1,singlet,2004
cell_945,tag_4,1,singlet,520
cell_946,negative,0,negative,114
cell_947,tag_1,1,singlet,1902
cell_948,tag_6,1,singlet,1246
cell_949,tag_6,1,singlet,1513
cell_950,tag_6,1,singlet,727
cell_951,tag_2,1,singlet,1235
cell_952,tag_4,1,singlet,1747
cell_953,tag_4,1,singlet,1014
cell_954,tag_2,1,singlet,835
cell_955,tag_5,1,singlet,1644
cell_956,tag_5,1,singlet,633
cell_957,negative,0,negative,91
cell_958,multiplet,2,multiplet,4458
cell_959,tag_2,1,singlet,1240
cell_960,tag_6,1,singlet,1119
cell_961,tag_2,1,singlet,776
cell_962,tag_2,1,singlet,1242
cell_963,tag_1,1,singlet,350
cell_964,tag_1,1,singlet,749
cell_965,tag_5,1,singlet,1145
cell_966,tag_1,1,singlet,1560
cell_967,tag_2,1,singlet,2117
cell_968,tag_3,1,singlet,870
cell_969,multiplet,2,multiplet,2928
cell_970,tag_4,1,singlet,1248
cell_971,tag_2,1,singlet,1166
cell_972,tag_6,1,singlet,1068
cell_973,tag_4,1,singlet,1598
cell_974,tag_2,1,singlet,1383
cell_975,tag_1,1,singlet,467
cell_976,tag_4,1,singlet,1034
cell_977,tag_4,1,singlet,1303
cell_978,tag_1,1,singlet,1074
cell_979,tag_1,1,singlet,1844
cell_980,multiplet,2,multiplet,3567
cell_981,tag_5,1,singlet,1153
cell_982,tag_5,1,singlet,2365
cell_983,tag_5,1,singlet,190
cell_984,tag_6,1,singlet,1117
cell_985,tag_3,1,singlet,1189
cell_986,tag_2,1,singlet,637
cell_987,tag_2,1,singlet,659
cell_988,tag_3,1,singlet,786
cell_989,tag_3,1,singlet,760
cell_990,tag_5,1,singlet,466
cell_991,tag_4,1,singlet,1292
cell_992,tag_4,1,singlet,1803
cell_993,tag_1,1,singlet,1823
cell_994,tag_2,1,singlet,368
cell_995,multiplet,2,multiplet,2841
cell_996,tag_4,1,singlet,1013
cell_997,tag_2,1,singlet,1008
cell_998,tag_6,1,singlet,1181
cell_999,tag_5,1,singlet,1026
cell_1000,tag_3,1,singlet,2067
cell_1001,multiplet,2,multiplet,2597
cell_1002,tag_2,1,singlet,2178
cell_1003,tag_5,1,singlet,706
cell_1004,tag_2,1,singlet,931
cell_1005,tag_4,1,singlet,1746
cell_1006,tag_1,1,singlet,1935
cell_1007,tag_2,1,singlet,804
cell_1008,tag_4,1,singlet,796
cell_1009,tag_3,1,singlet,645
cell_1010,tag_4,1,singlet,760
cell_1011,multiplet,2,multiplet,2937
cell_1012,tag_5,1,singlet,531
cell_1013,tag_1,1,singlet,1356
cell_1014,tag_2,1,singlet,900
cell_1015,tag_3,1,singlet,988
cell_1016,negative,0,negative,127
cell_1017,tag_4,1,singlet,2102
cell_1018,tag_5,1,singlet,1907
cell_1019,tag_4,1,singlet,1257
cell_1020,tag_3,1,singlet,1080
cell_1021,tag_1,1,singlet,1205
cell_1022,tag_6,1,singlet,1170
cell_1023,tag_5,1,singlet,1231
cell_1024,multiplet,2,multiplet,2417
cell_1025,tag_5,1,singlet,2458
cell_1026,negative,0,negative,108
cell_1027,tag_3,1,singlet,1030
cell_1028,tag_3,1,singlet,617
cell_1029,tag_4,1,singlet,754
cell_1030,tag_4,1,singlet,380
cell_1031,tag_2,1,singlet,628
cell_1032,tag_4,1,singlet,763
cell_1033,multiplet,2,multiplet,1794
cell_1034,tag_2,1,singlet,1020
cell_1035,tag_2,1,singlet,791
cell_1036,tag_3,1,singlet,2030
cell_1037,tag_6,1,singlet,1314
cell_1038,tag_6,1,singlet,1427
cell_1039,tag_5,1,singlet,363
cell_1040,tag_2,1,singlet,1433
cell_1041,tag_5,1,singlet,633
cell_1042,tag_4,1,singlet,1109
cell_1043,tag_2,1,singlet,1232
cell_1044,multiplet,2,multiplet,1786
cell_1045,multiplet,2,multiplet,1643
cell_1046,tag_2,1,singlet,613
cell_1047,tag_3,1,singlet,1043
cell_1048,tag_2,1,singlet,599
cell_1049,tag_3,1,singlet,843
cell_1050,tag_1,1,singlet,468
cell_1051,multiplet,2,multiplet,1290
cell_1052,tag_6,1,singlet,1181
cell_1053,tag_4,1,singlet,834
cell_1054,tag_1,1,singlet,2091
cell_1055,tag_1,1,singlet,1404
cell_1056,tag_5,1,singlet,645
cell_1057,tag_3,1,singlet,862
cell_1058,tag_3,1,singlet,1587
cell_1059,multiplet,2,multiplet,1705
cell_1060,tag_2,1,singlet,1559
cell_1061,multiplet,2,multiplet,1519
cell_1062,tag_4,1,singlet,1053
cell_1063,tag_6,1,singlet,903
cell_1064,tag_4,1,singlet,465
cell_1065,tag_6,1,singlet,1395
cell_1066,tag_6,1,singlet,713
cell_1067,tag_3,1,singlet,1482
cell_1068,tag_5,1,singlet,812
cell_1069,tag_4,1,singlet,559
cell_1070,tag_2,1,singlet,679
cell_1071,tag_3,1,singlet,1386
cell_1072,tag_2,1,singlet,2169
cell_1073,tag_6,1,singlet,1182
cell_1074,tag_3,1,singlet,1034
cell_1075,tag_4,1,singlet,1171
cell_1076,tag_2,1,singlet,1294
cell_1077,tag_3,1,singlet,933
cell_1078,multiplet,2,multiplet,2309
cell_1079,tag_5,1,singlet,1650
cell_1080,tag_2,1,singlet,1565
cell_1081,tag_3,1,singlet,1078
cell_1082,tag_5,1,singlet,414
cell_1083,tag_2,1,singlet,1326
cell_1084,tag_1,1,singlet,485
cell_1085,tag_3,1,singlet,561
cell_1086,tag_6,1,singlet,790
cell_1087,tag_3,1,singlet,739
cell_1088,tag_4,1,singlet,1531
cell_1089,tag_1,1,singlet,1317
cell_1090,tag_4,1,singlet,414
cell_1091,tag_4,1,singlet,1827
cell_1092,tag_3,1,singlet,761
cell_1093,tag_3,1,singlet,1074
cell_1094,tag_5,1,singlet,795
cell_1095,tag_2,1,singlet,1164
cell_1096,tag_3,1,singlet,975
cell_1097,tag_6,1,singlet,421
cell_1098,tag_6,1,singlet,641
cell_1099,tag_3,1,singlet,1541
cell_1100,tag_4,1,singlet,895
cell_1101,tag_5,1,singlet,514
cell_1102,tag_2,1,singlet,1306
cell_1103,tag_5,1,singlet,919
cell_1104,tag_5,1,singlet,921
cell_1105,multiplet,2,multiplet,1510
cell_1106,multiplet,2,multiplet,2016
cell_1107,tag_1,1,singlet,975
cell_1108,tag_3,1,singlet,1519
cell_1109,tag_6,1,singlet,953
cell_1110,tag_6,1,singlet,1038
cell_1111,tag_2,1,singlet,2034
cell_1112,tag_5,1,singlet,1622
cell_1113,tag_6,1,singlet,1809
cell_1114,tag_1,1,singlet,676
cell_1115,multiplet,2,multiplet,1681
cell_1116,tag_6,1,singlet,817
cell_1117,tag_3,1,singlet,1306
cell_1118,tag_1,1,singlet,2038
cell_1119,negative,0,negative,61
cell_1120,tag_2,1,singlet,1243
cell_1121,tag_1,1,singlet,893
cell_1122,tag_3,1,singlet,1093
cell_1123,negative,0,negative,130
cell_1124,tag_4,1,singlet,916
cell_1125,tag_4,1,singlet,1138
cell_1126,tag_5,1,singlet,1332
cell_1127,tag_3,1,singlet,1152
cell_1128,tag_2,1,singlet,1233
cell_1129,tag_3,1,singlet,696
cell_1130,tag_1,1,singlet,588
cell_1131,tag_5,1,singlet,1090
cell_1132,tag_6,1,singlet,922
cell_1133,tag_5,1,singlet,1049
cell_1134,tag_3,1,singlet,980
cell_1135,tag_5,1,singlet,1092
cell_1136,tag_6,1,singlet,1268
cell_1137,tag_4,1,singlet,1249
cell_1138,tag_6,1,singlet,381
cell_1139,tag_5,1,singlet,704
cell_1140,negative,0,negative,122
cell_1141,tag_5,1,singlet,667
cell_1142,tag_2,1,singlet,1131
cell_1143,tag_5,1,singlet,1562
cell_1144,tag_6,1,singlet,545
cell_1145,tag_4,1,singlet,1178
cell_1146,tag_4,1,singlet,1110
cell_1147,negative,0,negative,138
cell_1148,tag_4,1,singlet,1281
cell_1149,multiplet,2,multiplet,1767
cell_1150,tag_2,1,singlet,1194
cell_1151,tag_3,1,singlet,719
cell_1152,negative,0,negative,47
cell_1153,tag_1,1,singlet,962
cell_1154,tag_5,1,singlet,1476
cell_1155,tag_3,1,singlet,1361
cell_1156,tag_1,1,singlet,1715
cell_1157,tag_3,1,singlet,850
cell_1158,tag_3,1,singlet,625
cell_1159,tag_2,1,singlet,826
cell_1160,tag_5,1,singlet,807
cell_1161,multiplet,2,multiplet,2481
cell_1162,negative,0,negative,117
cell_1163,tag_2,1,singlet,1542
cell_1164,tag_6,1,singlet,985
cell_1165,tag_4,1,singlet,1188
cell_1166,tag_6,1,singlet,902
cell_1167,tag_5,1,singlet,1005
cell_1168,tag_6,1,singlet,1443
cell_1169,tag_4,1,singlet,1520
cell_1170,tag_6,1,singlet,1244
cell_1171,multiplet,2,multiplet,2142
cell_1172,tag_5,1,singlet,934
cell_1173,tag_6,1,singlet,1102
cell_1174,tag_6,1,singlet,1054
cell_1175,tag_4,1,singlet,2416
cell_1176,tag_5,1,singlet,971
cell_1177,multiplet,2,multiplet,3687
cell_1178,tag_6,1,singlet,1343
cell_1179,tag_1,1,singlet,991
cell_1180,tag_5,1,singlet,1404
cell_1181,tag_5,1,singlet,1390
cell_1182,tag_4,1,singlet,1064
cell_1183,tag_6,1,singlet,1387
cell_1184,tag_2,1,singlet,1507
cell_1185,tag_5,1,singlet,538
cell_1186,tag_2,1,singlet,998
cell_1187,tag_5,1,singlet,437
cell_1188,tag_2,1,singlet,816
cell_1189,tag_3,1,singlet,1135
cell_1190,tag_1,1,singlet,566
cell_1191,multiplet,2,multiplet,1613
cell_1192,tag_3,1,singlet,982
cell_1193,tag_1,1,singlet,724
cell_1194,tag_4,1,singlet,302
cell_1195,tag_6,1,singlet,1056
cell_1196,negative,0,negative,73
cell_1197,tag_1,1,singlet,1233
cell_1198,tag_4,1,singlet,1995
cell_1199,tag_4,1,singlet,760
cell_1200,tag_2,1,singlet,1076
cell_1201,tag_3,1,singlet,834
cell_1202,tag_3,1,singlet,980
cell_1203,tag_6,1,singlet,2668
cell_1204,tag_6,1,singlet,1217
cell_1205,tag_3,1,singlet,1559
cell_1206,tag_4,1,singlet,990
cell_1207,tag_6,1,singlet,611
cell_1208,multiplet,2,multiplet,2027
cell_1209,tag_5,1,singlet,1127
cell_1210,multiplet,2,multiplet,1548
cell_1211,tag_2,1,singlet,1034
cell_1212,tag_3,1,singlet,919
cell_1213,tag_4,1,singlet,1883
cell_1214,tag_1,1,singlet,1725
cell_1215,tag_2,1,singlet,813
cell_1216,tag_4,1,singlet,744
cell_1217,tag_2,1,singlet,719
cell_1218,tag_3,1,singlet,1492
cell_1219,tag_3,1,singlet,1262
cell_1220,negative,0,negative,157
cell_1221,tag_5,1,singlet,2287
cell_1222,tag_3,1,singlet,1324
cell_1223,tag_3,1,singlet,1018
cell_1224,tag_5,1,singlet,933
cell_1225,tag_5,1,singlet,1054
cell_1226,tag_5,1,singlet,816
cell_1227,tag_2,1,singlet,2209
cell_1228,tag_3,1,singlet,800
cell_1229,tag_3,1,singlet,1435
cell_1230,tag_5,1,singlet,991
cell_1231,tag_6,1,singlet,2006
cell_1232,multiplet,2,multiplet,1840
cell_1233,tag_1,1,singlet,1055
cell_1234,tag_3,1,singlet,1063
cell_1235,tag_1,1,singlet,1704
cell_1236,tag_5,1,singlet,492
cell_1237,tag_2,1,singlet,1085
cell_1238,tag_4,1,singlet,393
cell_1239,tag_4,1,singlet,746
cell_1240,tag_6,1,singlet,921
cell_1241,tag_3,1,singlet,1422
cell_1242,negative,0,negative,123
cell_1243,tag_2,1,singlet,360
cell_1244,tag_3,1,singlet,1480
cell_1245,tag_6,1,singlet,1071
cell_1246,tag_3,1,singlet,803
cell_1247,tag_1,1,singlet,769
cell_1248,tag_2,1,singlet,1110
cell_1249,tag_5,1,singlet,1656
cell_1250,tag_2,1,singlet,1350
cell_1251,tag_1,1,singlet,1227
cell_1252,tag_5,1,singlet,1799
cell_1253,tag_3,1,singlet,756
cell_1254,tag_2,1,singlet,508
cell_1255,tag_2,1,singlet,1216
cell_1256,tag_1,1,singlet,581
cell_1257,tag_5,1,singlet,1831
cell_1258,negative,0,negative,172
cell_1259,tag_6,1,singlet,1481
cell_1260,tag_5,1,singlet,1684
cell_1261,tag_4,1,singlet,1152
cell_1262,negative,0,negative,130
cell_1263,tag_6,1,singlet,2107
cell_1264,tag_1,1,singlet,1147
cell_1265,negative,0,negative,57
cell_1266,tag_2,1,singlet,706
cell_1267,tag_2,1,singlet,1729
cell_1268,tag_6,1,singlet,1028
cell_1269,tag_6,1,singlet,1667
cell_1270,tag_1,1,singlet,809
cell_1271,tag_1,1,singlet,662
cell_1272,tag_1,1,singlet,577
cell_1273,tag_6,1,singlet,1236
cell_1274,tag_3,1,singlet,1133
cell_1275,tag_4,1,singlet,1264
cell_1276,tag_6,1,singlet,1801
cell_1277,tag_4,1,singlet,1178
cell_1278,tag_1,1,singlet,1719
cell_1279,tag_1,1,singlet,893
cell_1280,tag_3,1,singlet,1160
cell_1281,tag_2,1,singlet,730
cell_1282,tag_6,1,singlet,924
cell_1283,tag_4,1,singlet,543
cell_1284,tag_1,1,singlet,505
cell_1285,tag_1,1,singlet,1342
cell_1286,tag_1,1,singlet,1251
cell_1287,tag_4,1,singlet,1260
cell_1288,tag_4,1,singlet,1740
cell_1289,tag_5,1,singlet,915
cell_1290,tag_4,1,singlet,1119
cell_1291,tag_2,1,singlet,2232
cell_1292,tag_6,1,singlet,1320
cell_1293,tag_6,1,singlet,231
cell_1294,tag_6,1,singlet,1309
cell_1295,tag_3,1,singlet,631
cell_1296,tag_1,1,singlet,1606
cell_1297,tag_3,1,singlet,1480
cell_1298,tag_6,1,singlet,862
cell_1299,tag_5,1,singlet,1476
cell_1300,tag_3,1,singlet,1619
cell_1301,tag_4,1,singlet,945
cell_1302,multiplet,2,multiplet,2159
cell_1303,tag_6,1,singlet,969
cell_1304,multiplet,2,multiplet,1647
cell_1305,tag_6,1,singlet,714
cell_1306,tag_2,1,singlet,1425
cell_1307,tag_2,1,singlet,1023
cell_1308,tag_4,1,singlet,1327
cell_1309,tag_4,1,singlet,864
cell_1310,tag_5,1,singlet,1052
cell_1311,tag_6,1,singlet,1120
cell_1312,tag_3,1,singlet,428
cell_1313,tag_1,1,singlet,900
cell_1314,negative,0,negative,84
cell_1315,tag_1,1,singlet,527
cell_1316,multiplet,2,multiplet,1891
cell_1317,tag_1,1,singlet,687
cell_1318,multiplet,2,multiplet,2383
cell_1319,tag_1,1,singlet,1296
cell_1320,tag_3,1,singlet,1459
cell_1321,tag_4,1,singlet,631
cell_1322,tag_2,1,singlet,1192
cell_1323,tag_4,1,singlet,1341
cell_1324,tag_1,1,singlet,830
cell_1325,tag_2,1,singlet,877
cell_1326,tag_3,1,singlet,1628
cell_1327,tag_6,1,singlet,1050
cell_1328,tag_5,1,singlet,617
cell_1329,tag_4,1,singlet,946
cell_1330,tag_5,1,singlet,1510
cell_1331,tag_3,1,singlet,778
cell_1332,tag_3,1,singlet,2131
cell_1333,tag_1,1,singlet,1117
cell_1334,tag_6,1,singlet,1091
cell_1335,tag_3,1,singlet,1154
cell_1336,tag_1,1,singlet,1862
cell_1337,multiplet,2,multiplet,1969
cell_1338,tag_4,1,singlet,1669
cell_1339,tag_6,1,singlet,860
cell_1340,tag_4,1,singlet,1499
cell_1341,tag_5,1,singlet,342
cell_1342,tag_5,1,singlet,909
cell_1343,tag_5,1,singlet,1160
cell_1344,tag_6,1,singlet,478
cell_1345,tag_2,1,singlet,999
cell_1346,tag_6,1,singlet,707
cell_1347,tag_5,1,singlet,465
cell_1348,tag_5,1,singlet,937
cell_1349,tag_1,1,singlet,871
cell_1350,tag_3,1,singlet,2480
cell_1351,tag_4,1,singlet,2102
cell_1352,tag_6,1,singlet,494
cell_1353,tag_1,1,singlet,545
cell_1354,multiplet,2,multiplet,2064
cell_1355,tag_2,1,singlet,1082
cell_1356,tag_3,1,singlet,874
cell_1357,tag_1,1,singlet,1188
cell_1358,tag_6,1,singlet,921
cell_1359,tag_1,1,singlet,1625
cell_1360,tag_4,1,singlet,899
cell_1361,tag_2,1,singlet,1021
cell_1362,tag_6,1,singlet,750
cell_1363,tag_4,1,singlet,640
cell_1364,multiplet,2,multiplet,2435
cell_1365,tag_1,1,singlet,1165
cell_1366,tag_5,1,singlet,1014
cell_1367,tag_1,1,singlet,1489
cell_1368,negative,0,negative,104
cell_1369,multiplet,2,multiplet,1981
cell_1370,tag_3,1,singlet,1038
cell_1371,tag_3,1,singlet,912
cell_1372,multiplet,2,multiplet,2399
cell_1373,tag_2,1,singlet,1004
cell_1374,tag_4,1,singlet,710
cell_1375,tag_2,1,singlet,664
cell_1376,tag_3,1,singlet,1533
cell_1377,tag_4,1,singlet,1602
cell_1378,tag_2,1,singlet,1157
cell_1379,tag_4,1,singlet,973
cell_1380,multiplet,2,multiplet,1735
cell_1381,tag_4,1,singlet,631
cell_1382,tag_1,1,singlet,1154
cell_1383,tag_5,1,singlet,1760
cell_1384,tag_4,1,singlet,519
cell_1385,tag_5,1,singlet,855
cell_1386,tag_2,1,singlet,809
cell_1387,tag_3,1,singlet,887
cell_1388,tag_5,1,singlet,2276
cell_1389,tag_1,1,singlet,1110
cell_1390,tag_5,1,singlet,1783
cell_1391,tag_6,1,singlet,497
cell_1392,tag_3,1,singlet,1143
cell_1393,tag_6,1,singlet,1302
cell_1394,tag_4,1,singlet,1023
cell_1395,tag_6,1,singlet,1516
cell_1396,multiplet,2,multiplet,1747
cell_1397,tag_5,1,singlet,607
cell_1398,tag_2,1,singlet,2124
cell_1399,tag_5,1,singlet,1431
cell_1400,tag_2,1,singlet,1506
cell_1401,tag_4,1,singlet,1332
cell_1402,tag_4,1,singlet,852
cell_1403,negative,0,negative,135
cell_1404,tag_3,1,singlet,1882
cell_1405,tag_1,1,singlet,779
cell_1406,tag_1,1,singlet,2046
cell_1407,tag_1,1,singlet,1586
cell_1408,tag_2,1,singlet,520
cell_1409,tag_3,1,singlet,1154
cell_1410,tag_4,1,singlet,2687
cell_1411,tag_3,1,singlet,1016
cell_1412,tag_2,1,singlet,1189
cell_1413,tag_6,1,singlet,1466
cell_1414,tag_6,1,singlet,867
cell_1415,multiplet,2,multiplet,3007
cell_1416,tag_5,1,singlet,1307
cell_1417,tag_5,1,singlet,548
cell_1418,tag_3,1,singlet,865
cell_1419,tag_5,1,singlet,1387
cell_1420,multiplet,2,multiplet,2232
cell_1421,tag_2,1,singlet,1493
cell_1422,tag_3,1,singlet,1336
cell_1423,tag_4,1,singlet,738
cell_1424,tag_3,1,singlet,663
cell_1425,tag_3,1,singlet,1097
cell_1426,tag_2,1,singlet,1226
cell_1427,tag_6,1,singlet,1189
cell_1428,tag_4,1,singlet,1202
cell_1429,tag_3,1,singlet,981
cell_1430,tag_2,1,singlet,777
cell_1431,tag_3,1,singlet,2021
cell_1432,tag_2,1,singlet,2290
cell_1433,tag_5,1,singlet,1111
cell_1434,tag_1,1,singlet,1239
cell_1435,tag_2,1,singlet,1007
cell_1436,tag_6,1,singlet,601
cell_1437,tag_2,1,singlet,1055
cell_1438,tag_6,1,singlet,752
cell_1439,tag_5,1,singlet,1353
cell_1440,multiplet,2,multiplet,1809
cell_1441,tag_3,1,singlet,1635
cell_1442,negative,0,negative,96
cell_1443,tag_4,1,singlet,582
cell_1444,tag_4,1,singlet,733
cell_1445,negative,0,negative,93
cell_1446,tag_5,1,singlet,1633
cell_1447,tag_1,1,singlet,1318
cell_1448,tag_1,1,singlet,1255
cell_1449,tag_3,1,singlet,565
cell_1450,tag_2,1,singlet,912
cell_1451,tag_5,1,singlet,783
cell_1452,tag_5,1,singlet,1118
cell_1453,tag_5,1,singlet,965
cell_1454,multiplet,2,multiplet,3215
cell_1455,multiplet,2,multiplet,1484
cell_1456,multiplet,2,multiplet,1759
cell_1457,tag_1,1,singlet,1514
cell_1458,tag_5,1,singlet,963
cell_1459,tag_1,1,singlet,1028
cell_1460,tag_1,1,singlet,1775
cell_1461,tag_4,1,singlet,1091
cell_1462,tag_6,1,singlet,978
cell_1463,tag_2,1,singlet,731
cell_1464,tag_2,1,singlet,410
cell_1465,tag_3,1,singlet,664
cell_1466,tag_5,1,singlet,356
cell_1467,multiplet,2,multiplet,2084
cell_1468,tag_5,1,singlet,1152
cell_1469,tag_2,1,singlet,966
cell_1470,tag_5,1,singlet,967
cell_1471,tag_5,1,singlet,503
cell_1472,multiplet,2,multiplet,1299
cell_1473,tag_1,1,singlet,837
cell_1474,tag_3,1,singlet,1576
cell_1475,tag_4,1,singlet,1274
cell_1476,tag_2,1,singlet,1936
cell_1477,tag_2,1,singlet,1845
cell_1478,tag_2,1,singlet,1897
cell_1479,tag_3,1,singlet,1701
cell_1480,tag_4,1,singlet,831
cell_1481,tag_1,1,singlet,1600
cell_1482,tag_4,1,singlet,554
cell_1483,tag_1,1,singlet,706
