,barcode_assign,barcode_count,droplet_type,total_tag_umi
cell_755,tag_4,1,singlet,884
cell_756,tag_1,1,singlet,712
cell_757,multiplet,2,multiplet,1759
cell_758,multiplet,2,multiplet,1643
cell_759,multiplet,2,multiplet,3489
cell_760,tag_3,1,singlet,1339
cell_761,multiplet,2,multiplet,3576
cell_762,multiplet,2,multiplet,1777
cell_763,tag_3,1,singlet,1155
cell_764,tag_3,1,singlet,478
cell_765,tag_6,1,singlet,1074
cell_766,multiplet,2,multiplet,1653
cell_767,tag_2,1,singlet,1293
cell_768,tag_3,1,singlet,820
cell_769,tag_1,1,singlet,753
cell_770,multiplet,2,multiplet,2702
cell_771,tag_1,1,singlet,872
cell_772,tag_5,1,singlet,1338
cell_773,tag_1,1,singlet,2282
cell_774,tag_5,1,singlet,1712
cell_775,tag_3,1,singlet,735
cell_776,tag_5,1,singlet,1734
cell_777,tag_6,1,singlet,546
cell_778,multiplet,2,multiplet,1324
cell_779,tag_3,1,singlet,1186
cell_780,tag_2,1,singlet,1357
cell_781,tag_6,1,singlet,875
cell_782,tag_4,1,singlet,1395
cell_783,tag_2,1,singlet,1098
cell_784,tag_2,1,singlet,872
cell_785,tag_6,1,singlet,1772
cell_786,tag_3,1,singlet,605
cell_787,tag_3,1,singlet,1216
cell_788,tag_6,1,singlet,594
cell_789,tag_2,1,singlet,1121
cell_790,tag_1,1,singlet,1649
cell_791,multiplet,2,multiplet,2022
cell_792,multiplet,2,multiplet,3380
cell_793,tag_2,1,singlet,1819
cell_794,tag_2,1,singlet,1220
cell_795,tag_1,1,singlet,1388
cell_796,tag_2,1,singlet,771
cell_797,tag_5,1,singlet,758
cell_798,tag_3,1,singlet,1414
cell_799,multiplet,2,multiplet,2907
cell_800,tag_2,1,singlet,1123
cell_801,tag_5,1,singlet,1086
cell_802,tag_2,1,singlet,898
cell_803,tag_4,1,singlet,607
cell_804,tag_6,1,singlet,614
cell_805,tag_3,1,singlet,1287
cell_806,tag_2,1,singlet,680
cell_807,tag_1,1,singlet,1382
cell_808,tag_2,1,singlet,1200
cell_809,tag_6,1,singlet,668
cell_810,tag_2,1,singlet,985
cell_811,tag_6,1,singlet,810
cell_812,multiplet,2,multiplet,2609
cell_813,tag_4,1,singlet,1250
cell_814,tag_1,1,singlet,708
cell_815,negative,0,negative,119
cell_816,tag_6,1,singlet,1578
cell_817,tag_5,1,singlet,947
cell_818,tag_6,1,singlet,1670
cell_819,tag_2,1,singlet,1597
cell_820,tag_1,1,singlet,1524
cell_821,tag_6,1,singlet,1460
cell_822,tag_3,1,singlet,1252
cell_823,tag_4,1,singlet,914
cell_824,tag_3,1,singlet,1261
cell_825,tag_4,1,singlet,652
cell_826,tag_1,1,singlet,1589
cell_827,tag_5,1,singlet,651
cell_828,tag_2,1,singlet,430
cell_829,tag_6,1,singlet,1771
cell_830,multiplet,2,multiplet,1864
cell_831,multiplet,2,multiplet,2252
cell_832,tag_5,1,singlet,1290
cell_833,tag_2,1,singlet,1721
cell_834,tag_2,1,singlet,1607
cell_835,tag_1,1,singlet,1456
cell_836,multiplet,2,multiplet,2282
cell_837,tag_1,1,singlet,857
cell_838,tag_1,1,singlet,1121
cell_839,tag_4,1,singlet,357
cell_840,tag_4,1,singlet,1033
cell_841,tag_5,1,singlet,787
cell_842,tag_5,1,singlet,1190
cell_843,tag_2,1,singlet,1269
cell_844,tag_6,1,singlet,1269
cell_845,tag_2,1,singlet,738
cell_846,negative,0,negative,86
cell_847,tag_3,1,singlet,457
cell_848,tag_4,1,singlet,1069
cell_849,tag_6,1,singlet,804
cell_850,tag_3,1,singlet,554
cell_851,negative,0,negative,88
cell_852,multiplet,2,multiplet,4606
cell_853,tag_1,1,singlet,1402
cell_854,tag_4,1,singlet,1218
cell_855,multiplet,2,multiplet,2661
cell_856,tag_5,1,singlet,1105
cell_857,tag_1,1,singlet,1390
cell_858,tag_5,1,singlet,959
cell_859,tag_6,1,singlet,859
cell_860,tag_1,1,singlet,395
cell_861,tag_2,1,singlet,984
cell_862,tag_5,1,singlet,1800
cell_863,tag_6,1,singlet,277
cell_864,tag_4,1,singlet,972
cell_865,tag_2,1,singlet,1382
cell_866,tag_6,1,singlet,445
cell_867,tag_1,1,singlet,810
cell_868,tag_6,1,singlet,1173
cell_869,tag_6,1,singlet,1612
cell_870,tag_3,1,singlet,1520
cell_871,tag_1,1,singlet,825
cell_872,tag_5,1,singlet,684
cell_873,tag_6,1,singlet,1026
cell_874,tag_1,1,singlet,1670
cell_875,multiplet,2,multiplet,1369
cell_876,tag_6,1,singlet,714
cell_877,tag_4,1,singlet,1105
cell_878,tag_1,1,singlet,1275
cell_879,tag_2,1,singlet,669
cell_880,tag_2,1,singlet,1897
cell_881,tag_6,1,singlet,1042
cell_882,multiplet,2,multiplet,2305
cell_883,tag_2,1,singlet,787
cell_884,tag_5,1,singlet,1091
cell_885,multiplet,2,multiplet,1300
cell_886,tag_2,1,singlet,552
cell_887,tag_3,1,singlet,1311
cell_888,tag_5,1,singlet,726
cell_889,tag_5,1,singlet,1227
cell_890,tag_4,1,singlet,665
cell_891,multiplet,2,multiplet,1646
cell_892,tag_6,1,singlet,860
cell_893,multiplet,2,multiplet,3466
cell_894,tag_5,1,singlet,828
cell_895,tag_2,1,singlet,1079
cell_896,tag_1,1,singlet,899
cell_897,tag_5,1,singlet,918
cell_898,multiplet,2,multiplet,1907
cell_899,tag_2,1,singlet,1712
cell_900,negative,0,negative,135
cell_901,tag_5,1,singlet,1377
cell_902,tag_2,1,singlet,987
cell_903,tag_5,1,singlet,1102
cell_904,tag_5,1,singlet,810
cell_905,tag_4,1,singlet,1009
cell_906,tag_3,1,singlet,561
cell_907,tag_1,1,singlet,923
cell_908,tag_1,1,singlet,811
cell_909,tag_2,1,singlet,1179
cell_910,tag_1,1,singlet,865
cell_911,tag_6,1,singlet,1001
cell_912,multiplet,2,multiplet,1594
cell_913,tag_6,1,singlet,1271
cell_914,tag_3,1,singlet,1385
cell_915,tag_1,1,singlet,846
cell_916,tag_2,1,singlet,559
cell_917,multiplet,2,multiplet,2870
cell_918,tag_4,1,singlet,1145
cell_919,tag_1,1,singlet,2210
cell_920,tag_1,1,singlet,877
cell_921,negative,0,negative,182
cell_922,tag_1,1,singlet,1570
cell_923,tag_1,1,singlet,1109
cell_924,tag_5,1,singlet,1622
cell_925,negative,0,negative,134
cell_926,tag_4,1,singlet,803
cell_927,tag_1,1,singlet,779
cell_928,tag_3,1,singlet,1624
cell_929,multiplet,2,multiplet,2685
cell_930,tag_5,1,singlet,559
cell_931,tag_4,1,singlet,575
cell_932,tag_1,1,singlet,1717
cell_933,negative,0,negative,117
cell_934,tag_5,1,singlet,1388
cell_935,negative,0,negative,95
cell_936,tag_4,1,singlet,1115
cell_937,tag_4,1,singlet,711
cell_938,multiplet,2,multiplet,2336
cell_939,tag_1,1,singlet,747
cell_940,tag_6,1,singlet,2346
cell_941,tag_3,1,singlet,739
cell_942,tag_4,1,singlet,453
cell_943,tag_6,1,singlet,1596
cell_944,multiplet,2,multiplet,1032
cell_945,tag_1,1,singlet,1052
cell_946,tag_4,1,singlet,1600
cell_947,tag_2,1,singlet,1389
cell_948,tag_6,1,singlet,1300
cell_949,tag_4,1,singlet,1550
cell_950,tag_4,1,singlet,829
cell_951,tag_6,1,singlet,1161
cell_952,tag_1,1,singlet,682
cell_953,tag_3,1,singlet,1312
cell_954,tag_3,1,singlet,910
cell_955,negative,0,negative,194
cell_956,tag_6,1,singlet,1801
cell_957,tag_4,1,singlet,795
cell_958,tag_5,1,singlet,1314
cell_959,tag_2,1,singlet,1126
cell_960,tag_2,1,singlet,761
cell_961,tag_4,1,singlet,847
cell_962,negative,0,negative,143
cell_963,tag_4,1,singlet,1080
cell_964,tag_4,1,singlet,943
cell_965,tag_4,1,singlet,1232
cell_966,tag_2,1,singlet,717
cell_967,negative,0,negative,113
cell_968,tag_3,1,singlet,921
cell_969,tag_2,1,singlet,474
cell_970,tag_2,1,singlet,1355
cell_971,tag_5,1,singlet,469
cell_972,tag_3,1,singlet,1077
cell_973,tag_6,1,singlet,1458
cell_974,tag_6,1,singlet,1207
cell_975,multiplet,2,multiplet,2167
cell_976,tag_2,1,singlet,857
cell_977,tag_4,1,singlet,1280
cell_978,tag_1,1,singlet,1194
cell_979,tag_2,1,singlet,1888
cell_980,tag_1,1,singlet,1380
cell_981,tag_4,1,singlet,1007
cell_982,tag_3,1,singlet,926
cell_983,tag_4,1,singlet,568
cell_984,tag_1,1,singlet,976
cell_985,multiplet,2,multiplet,1893
cell_986,multiplet,2,multiplet,1482
cell_987,tag_3,1,singlet,1234
cell_988,tag_1,1,singlet,1003
cell_989,negative,0,negative,122
cell_990,tag_6,1,singlet,312
cell_991,tag_1,1,singlet,986
cell_992,tag_1,1,singlet,878
cell_993,tag_4,1,singlet,1537
cell_994,tag_4,1,singlet,1065
cell_995,tag_1,1,singlet,1598
cell_996,tag_5,1,singlet,615
cell_997,tag_2,1,singlet,1539
cell_998,tag_5,1,singlet,1216
cell_999,tag_3,1,singlet,1519
cell_1000,tag_2,1,singlet,911
cell_1001,tag_4,1,singlet,785
cell_1002,tag_5,1,singlet,954
cell_1003,tag_3,1,singlet,986
cell_1004,tag_2,1,singlet,645
cell_1005,tag_6,1,singlet,828
cell_1006,negative,0,negative,154
cell_1007,tag_1,1,singlet,770
cell_1008,tag_5,1,singlet,755
cell_1009,tag_5,1,singlet,1153
cell_1010,tag_5,1,singlet,2217
cell_1011,tag_2,1,singlet,1217
cell_1012,tag_2,1,singlet,949
cell_1013,tag_1,1,singlet,2326
cell_1014,tag_1,1,singlet,942
cell_1015,tag_3,1,singlet,1339
cell_1016,tag_2,1,singlet,745
cell_1017,tag_3,1,singlet,1099
cell_1018,negative,0,negative,113
cell_1019,negative,0,negative,124
cell_1020,multiplet,2,multiplet,2671
cell_1021,tag_6,1,singlet,767
cell_1022,negative,0,negative,112
cell_1023,tag_5,1,singlet,431
cell_1024,tag_6,1,singlet,951
cell_1025,tag_3,1,singlet,1295
cell_1026,tag_6,1,singlet,691
cell_1027,multiplet,2,multiplet,1245
cell_1028,tag_3,1,singlet,1088
cell_1029,tag_6,1,singlet,837
cell_1030,tag_2,1,singlet,924
cell_1031,tag_1,1,singlet,1838
cell_1032,tag_3,1,singlet,786
cell_1033,tag_2,1,singlet,1313
cell_1034,tag_3,1,singlet,797
cell_1035,tag_2,1,singlet,352
cell_1036,tag_5,1,singlet,1598
cell_1037,tag_5,1,singlet,2000
cell_1038,tag_5,1,singlet,1261
cell_1039,tag_5,1,singlet,1397
cell_1040,tag_3,1,singlet,1719
cell_1041,tag_5,1,singlet,929
cell_1042,tag_4,1,singlet,1197
cell_1043,tag_6,1,singlet,792
cell_1044,tag_6,1,singlet,1607
cell_1045,tag_3,1,singlet,2275
cell_1046,tag_6,1,singlet,904
cell_1047,tag_4,1,singlet,697
cell_1048,tag_3,1,singlet,838
cell_1049,tag_5,1,singlet,1195
cell_1050,tag_2,1,singlet,877
cell_1051,tag_2,1,singlet,1146
cell_1052,multiplet,2,multiplet,2660
cell_1053,tag_3,1,singlet,1345
cell_1054,tag_3,1,singlet,1312
cell_1055,tag_5,1,singlet,1059
cell_1056,tag_3,1,singlet,387
cell_1057,tag_3,1,singlet,1183
cell_1058,tag_4,1,singlet,976
cell_1059,tag_5,1,singlet,1376
cell_1060,tag_3,1,singlet,2000
cell_1061,tag_4,1,singlet,565
cell_1062,multiplet,2,multiplet,1676
cell_1063,negative,0,negative,69
cell_1064,tag_2,1,singlet,1089
cell_1065,tag_2,1,singlet,1131
cell_1066,tag_2,1,singlet,1022
cell_1067,tag_2,1,singlet,710
cell_1068,tag_4,1,singlet,961
cell_1069,tag_2,1,singlet,1455
cell_1070,multiplet,2,multiplet,2160
cell_1071,tag_3,1,singlet,800
cell_1072,negative,0,negative,112
cell_1073,tag_5,1,singlet,749
cell_1074,tag_5,1,singlet,1501
cell_1075,tag_3,1,singlet,2066
cell_1076,tag_6,1,singlet,535
cell_1077,tag_4,1,singlet,1447
cell_1078,tag_6,1,singlet,1911
cell_1079,tag_3,1,singlet,1049
cell_1080,tag_3,1,singlet,1231
cell_1081,tag_6,1,singlet,1616
cell_1082,tag_1,1,singlet,1200
cell_1083,tag_3,1,singlet,1465
cell_1084,tag_5,1,singlet,1711
cell_1085,tag_1,1,singlet,1075
cell_1086,tag_5,1,singlet,904
cell_1087,tag_3,1,singlet,930
cell_1088,tag_6,1,singlet,1506
cell_1089,tag_4,1,singlet,564
cell_1090,tag_4,1,singlet,1225
cell_1091,tag_6,1,singlet,1099
cell_1092,tag_3,1,singlet,1408
cell_1093,tag_4,1,singlet,908
cell_1094,tag_1,1,singlet,657
cell_1095,tag_1,1,singlet,2287
cell_1096,tag_4,1,singlet,1329
cell_1097,multiplet,2,multiplet,1352
cell_1098,tag_2,1,singlet,917
cell_1099,tag_3,1,singlet,1493
cell_1100,tag_6,1,singlet,1131
cell_1101,tag_5,1,singlet,903
cell_1102,tag_4,1,singlet,2040
cell_1103,tag_5,1,singlet,756
cell_1104,multiplet,2,multiplet,2254
cell_1105,multiplet,2,multiplet,2057
cell_1106,tag_4,1,singlet,1330
cell_1107,tag_4,1,singlet,2051
cell_1108,tag_5,1,singlet,1563
cell_1109,tag_4,1,singlet,2446
cell_1110,negative,0,negative,183
cell_1111,tag_1,1,singlet,521
cell_1112,tag_5,1,singlet,723
cell_1113,tag_2,1,singlet,697
cell_1114,tag_1,1,singlet,462
cell_1115,multiplet,2,multiplet,2156
cell_1116,tag_5,1,singlet,1153
cell_1117,negative,0,negative,112
cell_1118,tag_3,1,singlet,938
cell_1119,tag_5,1,singlet,1259
cell_1120,tag_6,1,singlet,1616
cell_1121,tag_2,1,singlet,1213
cell_1122,tag_3,1,singlet,1337
cell_1123,tag_5,1,singlet,1243
cell_1124,tag_3,1,singlet,572
cell_1125,tag_4,1,singlet,1399
cell_1126,tag_4,1,singlet,1449
cell_1127,tag_2,1,singlet,1245
cell_1128,tag_2,1,singlet,883
cell_1129,tag_6,1,singlet,1559
cell_1130,tag_6,1,singlet,722
cell_1131,tag_6,1,singlet,858
cell_1132,tag_2,1,singlet,1127
cell_1133,tag_5,1,singlet,668
cell_1134,tag_6,1,singlet,1309
cell_1135,tag_3,1,singlet,867
cell_1136,tag_6,1,singlet,1321
cell_1137,tag_3,1,singlet,637
cell_1138,tag_3,1,singlet,1523
cell_1139,tag_3,1,singlet,1290
cell_1140,tag_4,1,singlet,1559
cell_1141,tag_1,1,singlet,1081
cell_1142,tag_4,1,singlet,1284
cell_1143,tag_3,1,singlet,1131
cell_1144,tag_4,1,singlet,819
cell_1145,tag_4,1,singlet,479
cell_1146,tag_2,1,singlet,649
cell_1147,tag_2,1,singlet,1570
cell_1148,tag_1,1,singlet,1105
cell_1149,tag_3,1,singlet,2207
cell_1150,tag_2,1,singlet,1244
cell_1151,tag_3,1,singlet,884
cell_1152,tag_4,1,singlet,1132
cell_1153,tag_3,1,singlet,615
cell_1154,tag_5,1,singlet,438
cell_1155,tag_5,1,singlet,722
cell_1156,tag_2,1,singlet,435
cell_1157,tag_6,1,singlet,1559
cell_1158,tag_1,1,singlet,896
cell_1159,tag_4,1,singlet,1539
cell_1160,tag_1,1,singlet,964
cell_1161,tag_4,1,singlet,1784
cell_1162,multiplet,2,multiplet,1943
cell_1163,tag_5,1,singlet,761
cell_1164,tag_6,1,singlet,924
cell_1165,tag_5,1,singlet,1513
cell_1166,tag_3,1,singlet,955
cell_1167,tag_3,1,singlet,742
cell_1168,tag_5,1,singlet,1215
cell_1169,tag_6,1,singlet,1337
cell_1170,tag_6,1,singlet,406
cell_1171,tag_3,1,singlet,1058
cell_1172,tag_6,1,singlet,1973
cell_1173,tag_5,1,singlet,774
cell_1174,tag_1,1,singlet,1104
cell_1175,multiplet,2,multiplet,1481
cell_1176,tag_3,1,singlet,1253
cell_1177,tag_1,1,singlet,1454
cell_1178,tag_3,1,singlet,1695
cell_1179,tag_6,1,singlet,787
cell_1180,tag_6,1,singlet,1311
cell_1181,tag_6,1,singlet,356
cell_1182,tag_5,1,singlet,626
cell_1183,tag_5,1,singlet,1234
cell_1184,tag_3,1,singlet,972
cell_1185,tag_3,1,singlet,1389
cell_1186,tag_4,1,singlet,437
cell_1187,tag_1,1,singlet,1469
cell_1188,tag_1,1,singlet,800
cell_1189,tag_4,1,singlet,962
cell_1190,negative,0,negative,215
cell_1191,tag_1,1,singlet,888
cell_1192,tag_3,1,singlet,722
cell_1193,tag_1,1,singlet,1012
cell_1194,tag_5,1,singlet,593
cell_1195,tag_2,1,singlet,1227
cell_1196,tag_6,1,singlet,439
cell_1197,negative,0,negative,146
cell_1198,tag_4,1,singlet,1397
cell_1199,tag_5,1,singlet,1314
cell_1200,multiplet,2,multiplet,3807
cell_1201,tag_5,1,singlet,931
cell_1202,tag_3,1,singlet,1119
cell_1203,tag_5,1,singlet,807
cell_1204,tag_4,1,singlet,2944
cell_1205,tag_3,1,singlet,1179
cell_1206,tag_4,1,singlet,1151
cell_1207,tag_6,1,singlet,735
cell_1208,tag_1,1,singlet,741
cell_1209,tag_4,1,singlet,1257
cell_1210,multiplet,2,multiplet,1544
cell_1211,tag_2,1,singlet,1611
cell_1212,tag_1,1,singlet,1532
cell_1213,tag_6,1,singlet,708
cell_1214,tag_1,1,singlet,580
cell_1215,negative,0,negative,94
cell_1216,tag_2,1,singlet,1265
cell_1217,negative,0,negative,100
cell_1218,tag_6,1,singlet,1247
cell_1219,tag_1,1,singlet,803
cell_1220,negative,0,negative,169
cell_1221,tag_6,1,singlet,1261
cell_1222,tag_1,1,singlet,1370
cell_1223,tag_3,1,singlet,1005
cell_1224,tag_5,1,singlet,701
cell_1225,tag_4,1,singlet,807
cell_1226,negative,0,negative,116
cell_1227,negative,0,negative,69
cell_1228,tag_6,1,singlet,1057
cell_1229,tag_5,1,singlet,1689
cell_1230,tag_1,1,singlet,979
cell_1231,tag_5,1,singlet,2315
cell_1232,tag_2,1,singlet,765
cell_1233,multiplet,2,multiplet,2707
cell_1234,multiplet,2,multiplet,2616
cell_1235,tag_3,1,singlet,1090
cell_1236,tag_1,1,singlet,1831
cell_1237,tag_1,1,singlet,702
cell_1238,tag_6,1,singlet,935
cell_1239,tag_2,1,singlet,593
cell_1240,tag_6,1,singlet,843
cell_1241,tag_2,1,singlet,391
cell_1242,tag_4,1,singlet,501
cell_1243,tag_2,1,singlet,1030
cell_1244,tag_4,1,singlet,1158
cell_1245,tag_3,1,singlet,805
cell_1246,tag_1,1,singlet,980
cell_1247,multiplet,2,multiplet,3018
cell_1248,tag_5,1,singlet,1453
cell_1249,tag_3,1,singlet,1321
cell_1250,tag_2,1,singlet,924
cell_1251,tag_2,1,singlet,915
cell_1252,tag_6,1,singlet,1805
cell_1253,tag_6,1,singlet,985
cell_1254,tag_4,1,singlet,740
cell_1255,tag_3,1,singlet,876
cell_1256,tag_2,1,singlet,963
cell_1257,tag_4,1,singlet,1508
cell_1258,multiplet,2,multiplet,3159
cell_1259,tag_3,1,singlet,1602
cell_1260,tag_6,1,singlet,304
cell_1261,tag_6,1,singlet,1012
cell_1262,tag_6,1,singlet,2109
cell_1263,negative,0,negative,83
cell_1264,tag_1,1,singlet,1046
cell_1265,tag_5,1,singlet,1564
cell_1266,tag_1,1,singlet,1287
cell_1267,tag_6,1,singlet,799
cell_1268,tag_2,1,singlet,1942
cell_1269,tag_4,1,singlet,1461
cell_1270,tag_6,1,singlet,2073
cell_1271,tag_4,1,singlet,2381
cell_1272,negative,0,negative,142
cell_1273,multiplet,2,multiplet,1729
cell_1274,tag_4,1,singlet,1138
cell_1275,multiplet,2,multiplet,1761
cell_1276,tag_4,1,singlet,1727
cell_1277,tag_1,1,singlet,1264
cell_1278,tag_1,1,singlet,1940
cell_1279,tag_6,1,singlet,2169
cell_1280,tag_1,1,singlet,611
cell_1281,tag_3,1,singlet,923
cell_1282,tag_2,1,singlet,2086
cell_1283,tag_2,1,singlet,1271
cell_1284,tag_6,1,singlet,1708
cell_1285,tag_5,1,singlet,2383
cell_1286,tag_3,1,singlet,766
cell_1287,tag_4,1,singlet,1508
cell_1288,tag_5,1,singlet,1387
cell_1289,tag_6,1,singlet,685
cell_1290,tag_4,1,singlet,1032
cell_1291,tag_4,1,singlet,1484
cell_1292,tag_1,1,singlet,1357
cell_1293,tag_4,1,singlet,846
cell_1294,tag_1,1,singlet,737
cell_1295,tag_1,1,singlet,1286
cell_1296,tag_3,1,singlet,1690
cell_1297,tag_4,1,singlet,1134
cell_1298,multiplet,2,multiplet,1893
cell_1299,tag_6,1,singlet,1516
cell_1300,tag_2,1,singlet,2351
cell_1301,tag_5,1,singlet,1305
cell_1302,tag_3,1,singlet,2226
cell_1303,tag_1,1,singlet,1387
cell_1304,tag_3,1,singlet,1321
cell_1305,tag_3,1,singlet,1694
cell_1306,tag_3,1,singlet,777
cell_1307,tag_6,1,singlet,640
cell_1308,tag_4,1,singlet,1118
cell_1309,tag_1,1,singlet,721
cell_1310,tag_1,1,singlet,1530
cell_1311,tag_4,1,singlet,1151
cell_1312,tag_1,1,singlet,1159
cell_1313,negative,0,negative,84
cell_1314,multiplet,2,multiplet,1866
cell_1315,tag_1,1,singlet,1327
cell_1316,multiplet,2,multiplet,1325
cell_1317,tag_6,1,singlet,658
cell_1318,tag_3,1,singlet,1195
cell_1319,tag_2,1,singlet,624
cell_1320,tag_5,1,singlet,674
cell_1321,tag_1,1,singlet,655
cell_1322,tag_2,1,singlet,890
cell_1323,tag_6,1,singlet,1311
cell_1324,negative,0,negative,163
cell_1325,tag_1,1,singlet,931
cell_1326,tag_5,1,singlet,1356
cell_1327,tag_3,1,singlet,1844
cell_1328,tag_4,1,singlet,1957
cell_1329,tag_1,1,singlet,1012
cell_1330,negative,0,negative,169
cell_1331,tag_6,1,singlet,1505
cell_1332,tag_1,1,singlet,1068
cell_1333,tag_4,1,singlet,1464
cell_1334,tag_2,1,singlet,1206
cell_1335,tag_4,1,singlet,791
cell_1336,tag_5,1,singlet,455
cell_1337,tag_2,1,singlet,1048
cell_1338,negative,0,negative,98
cell_1339,tag_5,1,singlet,860
cell_1340,tag_5,1,singlet,2057
cell_1341,tag_3,1,singlet,604
cell_1342,tag_3,1,singlet,502
cell_1343,tag_2,1,singlet,936
cell_1344,tag_2,1,singlet,458
cell_1345,tag_6,1,singlet,1553
cell_1346,tag_1,1,singlet,1092
cell_1347,tag_4,1,singlet,894
cell_1348,tag_4,1,singlet,1127
cell_1349,tag_4,1,singlet,473
cell_1350,tag_6,1,singlet,974
cell_1351,tag_4,1,singlet,776
cell_1352,tag_1,1,singlet,638
cell_1353,tag_5,1,singlet,542
cell_1354,multiplet,2,multiplet,2122
cell_1355,tag_2,1,singlet,1050
cell_1356,tag_1,1,singlet,986
cell_1357,tag_1,1,singlet,800
cell_1358,tag_6,1,singlet,1025
cell_1359,tag_3,1,singlet,1097
cell_1360,tag_3,1,singlet,1687
cell_1361,tag_2,1,singlet,286
cell_1362,tag_6,1,singlet,833
cell_1363,tag_5,1,singlet,1208
cell_1364,tag_1,1,singlet,807
cell_1365,tag_4,1,singlet,463
cell_1366,tag_6,1,singlet,1047
cell_1367,negative,0,negative,89
cell_1368,tag_6,1,singlet,930
cell_1369,tag_4,1,singlet,530
cell_1370,tag_6,1,singlet,554
cell_1371,tag_1,1,singlet,720
cell_1372,tag_2,1,singlet,1104
cell_1373,negative,0,negative,116
cell_1374,multiplet,2,multiplet,2201
cell_1375,tag_6,1,singlet,1380
cell_1376,tag_3,1,singlet,1637
cell_1377,tag_4,1,singlet,1348
cell_1378,tag_3,1,singlet,233
cell_1379,multiplet,2,multiplet,889
cell_1380,tag_3,1,singlet,1275
cell_1381,tag_6,1,singlet,968
cell_1382,tag_4,1,singlet,1195
cell_1383,tag_2,1,singlet,981
cell_1384,tag_3,1,singlet,642
cell_1385,tag_5,1,singlet,1270
cell_1386,multiplet,2,multiplet,1588
cell_1387,tag_2,1,singlet,817
cell_1388,tag_6,1,singlet,715
cell_1389,tag_6,1,singlet,1230
cell_1390,tag_5,1,singlet,842
cell_1391,tag_1,1,singlet,834
cell_1392,multiplet,2,multiplet,1380
cell_1393,tag_4,1,singlet,1309
cell_1394,tag_4,1,singlet,641
cell_1395,tag_5,1,singlet,1035
cell_1396,multiplet,2,multiplet,2650
cell_1397,tag_3,1,singlet,1432
cell_1398,tag_6,1,singlet,2042
cell_1399,tag_3,1,singlet,1433
cell_1400,tag_4,1,singlet,1395
cell_1401,tag_1,1,singlet,1542
cell_1402,tag_4,1,singlet,1096
cell_1403,tag_4,1,singlet,698
cell_1404,tag_6,1,singlet,1873
cell_1405,tag_1,1,singlet,1124
cell_1406,multiplet,2,multiplet,1985
cell_1407,tag_1,1,singlet,619
cell_1408,tag_4,1,singlet,1173
cell_1409,tag_4,1,singlet,1057
cell_1410,tag_4,1,singlet,2754
cell_1411,tag_6,1,singlet,964
cell_1412,tag_4,1,singlet,1468
cell_1413,tag_5,1,singlet,1143
cell_1414,tag_3,1,singlet,1082
cell_1415,tag_6,1,singlet,889
cell_1416,tag_4,1,singlet,616
cell_1417,negative,0,negative,117
cell_1418,tag_6,1,singlet,1310
cell_1419,tag_1,1,singlet,1448
cell_1420,tag_2,1,singlet,503
cell_1421,tag_5,1,singlet,942
cell_1422,tag_3,1,singlet,569
cell_1423,tag_4,1,singlet,1698
cell_1424,tag_4,1,singlet,684
cell_1425,tag_2,1,singlet,370
cell_1426,tag_1,1,singlet,749
cell_1427,tag_6,1,singlet,1631
cell_1428,tag_6,1,singlet,1055
cell_1429,tag_2,1,singlet,1348
cell_1430,tag_3,1,singlet,1585
cell_1431,tag_1,1,singlet,1147
cell_1432,tag_6,1,singlet,1551
cell_1433,negative,0,negative,98
cell_1434,tag_3,1,singlet,742
cell_1435,tag_4,1,singlet,916
cell_1436,tag_2,1,singlet,1676
cell_1437,tag_6,1,singlet,225
cell_1438,tag_1,1,singlet,866
cell_1439,tag_5,1,singlet,677
cell_1440,tag_5,1,singlet,1105
cell_1441,tag_1,1,singlet,1029
cell_1442,tag_6,1,singlet,1843
cell_1443,tag_4,1,singlet,1318
cell_1444,tag_4,1,singlet,1400
cell_1445,tag_1,1,singlet,480
cell_1446,tag_3,1,singlet,811
cell_1447,tag_6,1,singlet,1355
cell_1448,negative,0,negative,113
cell_1449,tag_4,1,singlet,1418
cell_1450,tag_2,1,singlet,1402
cell_1451,negative,0,negative,160
cell_1452,tag_4,1,singlet,613
cell_1453,tag_6,1,singlet,893
cell_1454,tag_2,1,singlet,1572
cell_1455,tag_6,1,singlet,1081
cell_1456,tag_3,1,singlet,1791
cell_1457,tag_6,1,singlet,1366
cell_1458,tag_3,1,singlet,1485
cell_1459,tag_5,1,singlet,1337
cell_1460,tag_4,1,singlet,1314
cell_1461,tag_4,1,singlet,986
cell_1462,tag_6,1,singlet,945
cell_1463,tag_5,1,singlet,924
cell_1464,tag_3,1,singlet,986
cell_1465,tag_3,1,singlet,856
cell_1466,tag_5,1,singlet,1107
cell_1467,tag_1,1,singlet,925
cell_1468,tag_5,1,singlet,811
cell_1469,tag_1,1,singlet,1389
cell_1470,tag_6,1,singlet,493
cell_1471,tag_5,1,singlet,1240
cell_1472,tag_3,1,singlet,1128
cell_1473,multiplet,2,multiplet,1608
cell_1474,multiplet,2,multiplet,2113
cell_1475,tag_1,1,singlet,1353
cell_1476,tag_3,1,singlet,1847
cell_1477,tag_6,1,singlet,478
cell_1478,tag_2,1,singlet,1346
cell_1479,multiplet,2,multiplet,2355
cell_1480,tag_2,1,singlet,752
cell_1481,tag_3,1,singlet,780
cell_1482,multiplet,2,multiplet,2129
cell_1483,tag_2,1,singlet,1137
